IMA11	IMA12	IMA13	IMA14	IMA15	IMA16	IMA17	IMA18	IMA19	IMA20	IMA2	IMA21	IMA22	IMA23	IMA24	IMA25	IMA26	IMA27	IMA28	IMA29	IMA30	IMA3	IMA31	IMA32	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9	IMA10
DarkYellow_Probe	Sawblade	Tie	DarkGreen	Rabbit_Probe	Pacman	LightGray	Diamond_Probe	Rabbit	LeftArrow	LightRed	DarkPurple	Spade	Ditto	DarkTurquiose_Probe	Sawblade	Star_Probe	LightYellow	Spade	Acorn	LightYellow	Hourglass	Dodecagon	Pacman	Jellyfish	UpArrow_Probe	DarkYellow	Chevron	DarkRed_Probe	Hourglass	Star
DarkYellow_Probe	Sawblade	Tie	DarkGreen	Rabbit_Probe	Pacman	LightGray	Diamond_Probe	Rabbit	LeftArrow	LightRed	DarkPurple	Spade	Ditto	DarkTurquiose_Probe	Sawblade	Star_Probe	LightYellow	Spade	Acorn	LightYellow	Hourglass	Dodecagon	Pacman	Jellyfish	UpArrow_Probe	DarkYellow	Chevron	DarkRed_Probe	Hourglass	Star
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkYellow_Choice	Background	Background	Background	Rabbit_Choice	Background	Background	Diamond_Choice	Background	Background	Background	Background	Background	Background	DarkTurquiose_Choice	Background	Star_Choice	Background	Background	Background	Background	Background	Background	Background	Background	UpArrow_Choice	Background	Background	DarkRed_Choice	Background	Background
Chevron	LightTurquiose	Hourglass_Probe	Spike	Pacman	LightBlue	Pacman	LightRed	LightTurquiose	UpArrow	Rabbit_Probe	UpArrow	Star	DarkPurple	Chevron	DarkBlue	Rabbit	Hat	Acorn_Probe	DarkPurple	Stickyhand_Probe	Heart_Probe	LightPurple_Probe	Dodecagon	LightGreen	LightRed	Ditto_Probe	Venn	Diamond	Crowbar	LightGray
Chevron	LightTurquiose	Hourglass_Probe	Spike	Pacman	LightBlue	Pacman	LightRed	LightTurquiose	UpArrow	Rabbit_Probe	UpArrow	Star	DarkPurple	Chevron	DarkBlue	Rabbit	Hat	Acorn_Probe	DarkPurple	Stickyhand_Probe	Heart_Probe	LightPurple_Probe	Dodecagon	LightGreen	LightRed	Ditto_Probe	Venn	Diamond	Crowbar	LightGray
Chevron	LightTurquiose	Hourglass_Probe	Spike	Pacman	LightBlue	Pacman	LightRed	LightTurquiose	UpArrow	Rabbit_Probe	UpArrow	Star	DarkPurple	Chevron	DarkBlue	Rabbit	Hat	Acorn_Probe	DarkPurple	Stickyhand_Probe	Heart_Probe	LightPurple_Probe	Dodecagon	LightGreen	LightRed	Ditto_Probe	Venn	Diamond	Crowbar	LightGray
Chevron	LightTurquiose	Hourglass_Probe	Spike	Pacman	LightBlue	Pacman	LightRed	LightTurquiose	UpArrow	Rabbit_Probe	UpArrow	Star	DarkPurple	Chevron	DarkBlue	Rabbit	Hat	Acorn_Probe	DarkPurple	Stickyhand_Probe	Heart_Probe	LightPurple_Probe	Dodecagon	LightGreen	LightRed	Ditto_Probe	Venn	Diamond	Crowbar	LightGray
Chevron	LightTurquiose	Hourglass_Probe	Spike	Pacman	LightBlue	Pacman	LightRed	LightTurquiose	UpArrow	Rabbit_Probe	UpArrow	Star	DarkPurple	Chevron	DarkBlue	Rabbit	Hat	Acorn_Probe	DarkPurple	Stickyhand_Probe	Heart_Probe	LightPurple_Probe	Dodecagon	LightGreen	LightRed	Ditto_Probe	Venn	Diamond	Crowbar	LightGray
Chevron	LightTurquiose	Hourglass_Probe	Spike	Pacman	LightBlue	Pacman	LightRed	LightTurquiose	UpArrow	Rabbit_Probe	UpArrow	Star	DarkPurple	Chevron	DarkBlue	Rabbit	Hat	Acorn_Probe	DarkPurple	Stickyhand_Probe	Heart_Probe	LightPurple_Probe	Dodecagon	LightGreen	LightRed	Ditto_Probe	Venn	Diamond	Crowbar	LightGray
Chevron	LightTurquiose	Hourglass_Probe	Spike	Pacman	LightBlue	Pacman	LightRed	LightTurquiose	UpArrow	Rabbit_Probe	UpArrow	Star	DarkPurple	Chevron	DarkBlue	Rabbit	Hat	Acorn_Probe	DarkPurple	Stickyhand_Probe	Heart_Probe	LightPurple_Probe	Dodecagon	LightGreen	LightRed	Ditto_Probe	Venn	Diamond	Crowbar	LightGray
Chevron	LightTurquiose	Hourglass_Probe	Spike	Pacman	LightBlue	Pacman	LightRed	LightTurquiose	UpArrow	Rabbit_Probe	UpArrow	Star	DarkPurple	Chevron	DarkBlue	Rabbit	Hat	Acorn_Probe	DarkPurple	Stickyhand_Probe	Heart_Probe	LightPurple_Probe	Dodecagon	LightGreen	LightRed	Ditto_Probe	Venn	Diamond	Crowbar	LightGray
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Hourglass_Choice	Background	Background	Background	Background	Background	Background	Background	Rabbit_Choice	Background	Background	Background	Background	Background	Background	Background	Acorn_Choice	Background	Stickyhand_Choice	Heart_Choice	LightPurple_Choice	Background	Background	Background	Ditto_Choice	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
