IMA10	IMA1	IMA2	IMA3	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9
House_Probe	Bar	Ditto	LightTurquiose_Probe	LeftArrow_Probe	LightPurple_Probe	Nail_Probe	Venn_Probe	Crowbar	LightYellow
House_Probe	Bar	Ditto	LightTurquiose_Probe	LeftArrow_Probe	LightPurple_Probe	Nail_Probe	Venn_Probe	Crowbar	LightYellow
House_Probe	Bar	Ditto	LightTurquiose_Probe	LeftArrow_Probe	LightPurple_Probe	Nail_Probe	Venn_Probe	Crowbar	LightYellow
Rabbit	Acorn	DarkPurple	Venn_Probe	Nail	Pacman_Probe	DarkTurquiose	Heart_Probe	DarkGray_Probe	Rabbit_Probe
Rabbit	Acorn	DarkPurple	Venn_Probe	Nail	Pacman_Probe	DarkTurquiose	Heart_Probe	DarkGray_Probe	Rabbit_Probe
Rabbit	Acorn	DarkPurple	Venn_Probe	Nail	Pacman_Probe	DarkTurquiose	Heart_Probe	DarkGray_Probe	Rabbit_Probe
DarkYellow	DarkYellow	Diamond_Probe	Star_Probe	DarkRed_Probe	Spike_Probe	Star	DarkYellow	Nail_Probe	Heart
DarkYellow	DarkYellow	Diamond_Probe	Star_Probe	DarkRed_Probe	Spike_Probe	Star	DarkYellow	Nail_Probe	Heart
DarkYellow	DarkYellow	Diamond_Probe	Star_Probe	DarkRed_Probe	Spike_Probe	Star	DarkYellow	Nail_Probe	Heart
Pacman	Sawblade_Probe	House_Probe	DarkYellow	Stickyhand_Probe	DarkRed_Probe	Hat_Probe	Nail_Probe	Jellyfish	DarkBlue_Probe
Pacman	Sawblade_Probe	House_Probe	DarkYellow	Stickyhand_Probe	DarkRed_Probe	Hat_Probe	Nail_Probe	Jellyfish	DarkBlue_Probe
Pacman	Sawblade_Probe	House_Probe	DarkYellow	Stickyhand_Probe	DarkRed_Probe	Hat_Probe	Nail_Probe	Jellyfish	DarkBlue_Probe
Hat	Jellyfish_Probe	LightGreen_Probe	Lock_Probe	Rabbit_Probe	Acorn	LightPurple	Jellyfish	LightGray_Probe	Hourglass_Probe
Hat	Jellyfish_Probe	LightGreen_Probe	Lock_Probe	Rabbit_Probe	Acorn	LightPurple	Jellyfish	LightGray_Probe	Hourglass_Probe
Hat	Jellyfish_Probe	LightGreen_Probe	Lock_Probe	Rabbit_Probe	Acorn	LightPurple	Jellyfish	LightGray_Probe	Hourglass_Probe
DarkRed	DarkRed	Venn	Acorn_Probe	LightYellow	Lock	Bell	LightPurple_Probe	Spade_Probe	Gem_Probe
DarkRed	DarkRed	Venn	Acorn_Probe	LightYellow	Lock	Bell	LightPurple_Probe	Spade_Probe	Gem_Probe
DarkRed	DarkRed	Venn	Acorn_Probe	LightYellow	Lock	Bell	LightPurple_Probe	Spade_Probe	Gem_Probe
LeftArrow_Probe	Rabbit_Probe	Stickyhand	LightYellow_Probe	Acorn_Probe	LightTurquiose	Venn	Spade	House	LightGray
LeftArrow_Probe	Rabbit_Probe	Stickyhand	LightYellow_Probe	Acorn_Probe	LightTurquiose	Venn	Spade	House	LightGray
LeftArrow_Probe	Rabbit_Probe	Stickyhand	LightYellow_Probe	Acorn_Probe	LightTurquiose	Venn	Spade	House	LightGray
UpArrow	House_Probe	DarkTurquiose	Puzzle	Puzzle_Probe	Stickyhand_Probe	DarkGray_Probe	Stickyhand_Probe	DarkGreen	Lock_Probe
UpArrow	House_Probe	DarkTurquiose	Puzzle	Puzzle_Probe	Stickyhand_Probe	DarkGray_Probe	Stickyhand_Probe	DarkGreen	Lock_Probe
UpArrow	House_Probe	DarkTurquiose	Puzzle	Puzzle_Probe	Stickyhand_Probe	DarkGray_Probe	Stickyhand_Probe	DarkGreen	Lock_Probe
LightRed	DarkTurquiose_Probe	Bar_Probe	Gem_Probe	LightRed	Sawblade	Acorn_Probe	DarkPurple	Diamond_Probe	Tie_Probe
LightRed	DarkTurquiose_Probe	Bar_Probe	Gem_Probe	LightRed	Sawblade	Acorn_Probe	DarkPurple	Diamond_Probe	Tie_Probe
LightRed	DarkTurquiose_Probe	Bar_Probe	Gem_Probe	LightRed	Sawblade	Acorn_Probe	DarkPurple	Diamond_Probe	Tie_Probe
Ditto_Probe	Spike	Chevron	DarkGreen_Probe	Tie_Probe	LightYellow_Probe	UpArrow	Diamond_Probe	Tie	DarkYellow_Probe
Ditto_Probe	Spike	Chevron	DarkGreen_Probe	Tie_Probe	LightYellow_Probe	UpArrow	Diamond_Probe	Tie	DarkYellow_Probe
Ditto_Probe	Spike	Chevron	DarkGreen_Probe	Tie_Probe	LightYellow_Probe	UpArrow	Diamond_Probe	Tie	DarkYellow_Probe
Bar	Pacman	DarkGreen_Probe	Hat	Spike_Probe	House	LightRed_Probe	Ditto_Probe	LightTurquiose	Puzzle_Probe
Bar	Pacman	DarkGreen_Probe	Hat	Spike_Probe	House	LightRed_Probe	Ditto_Probe	LightTurquiose	Puzzle_Probe
Bar	Pacman	DarkGreen_Probe	Hat	Spike_Probe	House	LightRed_Probe	Ditto_Probe	LightTurquiose	Puzzle_Probe
LightPurple	LightBlue_Probe	UpArrow	Bell	DarkGreen_Probe	Hat	Jellyfish	LightGreen_Probe	Dodecagon	Chevron
LightPurple	LightBlue_Probe	UpArrow	Bell	DarkGreen_Probe	Hat	Jellyfish	LightGreen_Probe	Dodecagon	Chevron
LightPurple	LightBlue_Probe	UpArrow	Bell	DarkGreen_Probe	Hat	Jellyfish	LightGreen_Probe	Dodecagon	Chevron
Acorn_Probe	Hat	Pacman_Probe	LightGray_Probe	Heart_Probe	DarkBlue_Probe	Diamond	Hourglass_Probe	LeftArrow_Probe	DarkTurquiose
Acorn_Probe	Hat	Pacman_Probe	LightGray_Probe	Heart_Probe	DarkBlue_Probe	Diamond	Hourglass_Probe	LeftArrow_Probe	DarkTurquiose
Acorn_Probe	Hat	Pacman_Probe	LightGray_Probe	Heart_Probe	DarkBlue_Probe	Diamond	Hourglass_Probe	LeftArrow_Probe	DarkTurquiose
Puzzle_Probe	Chevron	LightGray	Nail	Diamond_Probe	Chevron_Probe	LightGray	Bell_Probe	DarkTurquiose_Probe	Spade_Probe
Puzzle_Probe	Chevron	LightGray	Nail	Diamond_Probe	Chevron_Probe	LightGray	Bell_Probe	DarkTurquiose_Probe	Spade_Probe
Puzzle_Probe	Chevron	LightGray	Nail	Diamond_Probe	Chevron_Probe	LightGray	Bell_Probe	DarkTurquiose_Probe	Spade_Probe
LightGray	DarkBlue_Probe	Hat_Probe	Jellyfish_Probe	DarkTurquiose_Probe	Rabbit	Crowbar_Probe	DarkRed	Venn_Probe	Crowbar_Probe
LightGray	DarkBlue_Probe	Hat_Probe	Jellyfish_Probe	DarkTurquiose_Probe	Rabbit	Crowbar_Probe	DarkRed	Venn_Probe	Crowbar_Probe
LightGray	DarkBlue_Probe	Hat_Probe	Jellyfish_Probe	DarkTurquiose_Probe	Rabbit	Crowbar_Probe	DarkRed	Venn_Probe	Crowbar_Probe
Bell	Lock	Tie_Probe	LightRed	Pacman_Probe	DarkGreen_Probe	Puzzle_Probe	Hat	Heart	LightTurquiose
Bell	Lock	Tie_Probe	LightRed	Pacman_Probe	DarkGreen_Probe	Puzzle_Probe	Hat	Heart	LightTurquiose
Bell	Lock	Tie_Probe	LightRed	Pacman_Probe	DarkGreen_Probe	Puzzle_Probe	Hat	Heart	LightTurquiose
Lock_Probe	Stickyhand	DarkBlue_Probe	Dodecagon_Probe	Sawblade	LeftArrow	DarkYellow_Probe	Gem_Probe	DarkPurple_Probe	Spike
Lock_Probe	Stickyhand	DarkBlue_Probe	Dodecagon_Probe	Sawblade	LeftArrow	DarkYellow_Probe	Gem_Probe	DarkPurple_Probe	Spike
Lock_Probe	Stickyhand	DarkBlue_Probe	Dodecagon_Probe	Sawblade	LeftArrow	DarkYellow_Probe	Gem_Probe	DarkPurple_Probe	Spike
DarkTurquiose_Probe	DarkGreen	Sawblade	LeftArrow	LightGreen	Hourglass	LeftArrow	LightRed	Bar_Probe	Pacman_Probe
DarkTurquiose_Probe	DarkGreen	Sawblade	LeftArrow	LightGreen	Hourglass	LeftArrow	LightRed	Bar_Probe	Pacman_Probe
DarkTurquiose_Probe	DarkGreen	Sawblade	LeftArrow	LightGreen	Hourglass	LeftArrow	LightRed	Bar_Probe	Pacman_Probe
Heart_Probe	Hourglass	Bell_Probe	DarkRed_Probe	Chevron	DarkTurquiose_Probe	Dodecagon	UpArrow	Gem	DarkRed
Heart_Probe	Hourglass	Bell_Probe	DarkRed_Probe	Chevron	DarkTurquiose_Probe	Dodecagon	UpArrow	Gem	DarkRed
Heart_Probe	Hourglass	Bell_Probe	DarkRed_Probe	Chevron	DarkTurquiose_Probe	Dodecagon	UpArrow	Gem	DarkRed
Nail_Probe	Tie_Probe	LightRed	Rabbit_Probe	Dodecagon	Ditto	LightYellow	House	DarkRed	Diamond
Nail_Probe	Tie_Probe	LightRed	Rabbit_Probe	Dodecagon	Ditto	LightYellow	House	DarkRed	Diamond
Nail_Probe	Tie_Probe	LightRed	Rabbit_Probe	Dodecagon	Ditto	LightYellow	House	DarkRed	Diamond
LightGreen_Probe	LightGray_Probe	Spike_Probe	Ditto	LightPurple_Probe	Spade_Probe	Chevron	DarkTurquiose_Probe	Lock_Probe	Star
LightGreen_Probe	LightGray_Probe	Spike_Probe	Ditto	LightPurple_Probe	Spade_Probe	Chevron	DarkTurquiose_Probe	Lock_Probe	Star
LightGreen_Probe	LightGray_Probe	Spike_Probe	Ditto	LightPurple_Probe	Spade_Probe	Chevron	DarkTurquiose_Probe	Lock_Probe	Star
Star	Spade_Probe	Jellyfish_Probe	DarkTurquiose_Probe	Jellyfish	LightRed_Probe	Hourglass_Probe	Rabbit	Chevron	DarkGreen
Star	Spade_Probe	Jellyfish_Probe	DarkTurquiose_Probe	Jellyfish	LightRed_Probe	Hourglass_Probe	Rabbit	Chevron	DarkGreen
Star	Spade_Probe	Jellyfish_Probe	DarkTurquiose_Probe	Jellyfish	LightRed_Probe	Hourglass_Probe	Rabbit	Chevron	DarkGreen
Hourglass	Ditto_Probe	LightYellow	Sawblade_Probe	Hourglass	Tie_Probe	LightTurquiose_Probe	Star	LightYellow	Nail
Hourglass	Ditto_Probe	LightYellow	Sawblade_Probe	Hourglass	Tie_Probe	LightTurquiose_Probe	Star	LightYellow	Nail
Hourglass	Ditto_Probe	LightYellow	Sawblade_Probe	Hourglass	Tie_Probe	LightTurquiose_Probe	Star	LightYellow	Nail
DarkGray	LightTurquiose	Spade	Heart	LightTurquiose	Diamond	Ditto	LightBlue_Probe	Hourglass_Probe	LeftArrow_Probe
DarkGray	LightTurquiose	Spade	Heart	LightTurquiose	Diamond	Ditto	LightBlue_Probe	Hourglass_Probe	LeftArrow_Probe
DarkGray	LightTurquiose	Spade	Heart	LightTurquiose	Diamond	Ditto	LightBlue_Probe	Hourglass_Probe	LeftArrow_Probe
Crowbar_Probe	Venn_Probe	Gem_Probe	LightPurple_Probe	Crowbar_Probe	DarkPurple	Spade_Probe	Puzzle_Probe	Acorn	LightRed_Probe
Crowbar_Probe	Venn_Probe	Gem_Probe	LightPurple_Probe	Crowbar_Probe	DarkPurple	Spade_Probe	Puzzle_Probe	Acorn	LightRed_Probe
Crowbar_Probe	Venn_Probe	Gem_Probe	LightPurple_Probe	Crowbar_Probe	DarkPurple	Spade_Probe	Puzzle_Probe	Acorn	LightRed_Probe
Sawblade_Probe	Heart_Probe	LightPurple	Spade_Probe	Venn_Probe	Jellyfish_Probe	DarkRed	Acorn_Probe	LightBlue	Dodecagon_Probe
Sawblade_Probe	Heart_Probe	LightPurple	Spade_Probe	Venn_Probe	Jellyfish_Probe	DarkRed	Acorn_Probe	LightBlue	Dodecagon_Probe
Sawblade_Probe	Heart_Probe	LightPurple	Spade_Probe	Venn_Probe	Jellyfish_Probe	DarkRed	Acorn_Probe	LightBlue	Dodecagon_Probe
DarkPurple	LightPurple_Probe	Puzzle	House	DarkPurple	Bar_Probe	Gem_Probe	DarkGray	Hat_Probe	Acorn
DarkPurple	LightPurple_Probe	Puzzle	House	DarkPurple	Bar_Probe	Gem_Probe	DarkGray	Hat_Probe	Acorn
DarkPurple	LightPurple_Probe	Puzzle	House	DarkPurple	Bar_Probe	Gem_Probe	DarkGray	Hat_Probe	Acorn
Stickyhand_Probe	Nail	Crowbar	DarkBlue	Bell	LightGray	Lock	Bar_Probe	Bell	LightGreen
Stickyhand_Probe	Nail	Crowbar	DarkBlue	Bell	LightGray	Lock	Bar_Probe	Bell	LightGreen
Stickyhand_Probe	Nail	Crowbar	DarkBlue	Bell	LightGray	Lock	Bar_Probe	Bell	LightGreen
Spade	Bell_Probe	DarkRed_Probe	Bar_Probe	Lock	Heart	DarkGreen_Probe	Chevron_Probe	DarkBlue	Venn
Spade	Bell_Probe	DarkRed_Probe	Bar_Probe	Lock	Heart	DarkGreen_Probe	Chevron_Probe	DarkBlue	Venn
Spade	Bell_Probe	DarkRed_Probe	Bar_Probe	Lock	Heart	DarkGreen_Probe	Chevron_Probe	DarkBlue	Venn
DarkBlue	DarkGray	Rabbit_Probe	Tie_Probe	LightGray	Puzzle_Probe	Tie	LightTurquiose	UpArrow_Probe	Ditto
DarkBlue	DarkGray	Rabbit_Probe	Tie_Probe	LightGray	Puzzle_Probe	Tie	LightTurquiose	UpArrow_Probe	Ditto
DarkBlue	DarkGray	Rabbit_Probe	Tie_Probe	LightGray	Puzzle_Probe	Tie	LightTurquiose	UpArrow_Probe	Ditto
Tie_Probe	Diamond	Acorn	LightGreen	Ditto	LightGreen_Probe	Bar_Probe	Spike	Stickyhand	LightBlue
Tie_Probe	Diamond	Acorn	LightGreen	Ditto	LightGreen_Probe	Bar_Probe	Spike	Stickyhand	LightBlue
Tie_Probe	Diamond	Acorn	LightGreen	Ditto	LightGreen_Probe	Bar_Probe	Spike	Stickyhand	LightBlue
Spike	Crowbar_Probe	DarkYellow_Probe	Diamond	Spade_Probe	Star	LightBlue	Tie	DarkYellow_Probe	Hat_Probe
Spike	Crowbar_Probe	DarkYellow_Probe	Diamond	Spade_Probe	Star	LightBlue	Tie	DarkYellow_Probe	Hat_Probe
Spike	Crowbar_Probe	DarkYellow_Probe	Diamond	Spade_Probe	Star	LightBlue	Tie	DarkYellow_Probe	Hat_Probe
LightYellow_Probe	LightYellow	Nail_Probe	Stickyhand	DarkGray	Dodecagon	Stickyhand_Probe	LightGray	Sawblade	Jellyfish_Probe
LightYellow_Probe	LightYellow	Nail_Probe	Stickyhand	DarkGray	Dodecagon	Stickyhand_Probe	LightGray	Sawblade	Jellyfish_Probe
LightYellow_Probe	LightYellow	Nail_Probe	Stickyhand	DarkGray	Dodecagon	Stickyhand_Probe	LightGray	Sawblade	Jellyfish_Probe
Jellyfish	Dodecagon	Star	DarkGray	Gem_Probe	DarkGray	Rabbit_Probe	Dodecagon_Probe	Star	DarkPurple_Probe
Jellyfish	Dodecagon	Star	DarkGray	Gem_Probe	DarkGray	Rabbit_Probe	Dodecagon_Probe	Star	DarkPurple_Probe
Jellyfish	Dodecagon	Star	DarkGray	Gem_Probe	DarkGray	Rabbit_Probe	Dodecagon_Probe	Star	DarkPurple_Probe
Diamond_Probe	LeftArrow_Probe	DarkGray	Spike	Bar	Gem_Probe	LightGreen_Probe	Crowbar	LightGreen	Sawblade_Probe
Diamond_Probe	LeftArrow_Probe	DarkGray	Spike	Bar	Gem_Probe	LightGreen_Probe	Crowbar	LightGreen	Sawblade_Probe
Diamond_Probe	LeftArrow_Probe	DarkGray	Spike	Bar	Gem_Probe	LightGreen_Probe	Crowbar	LightGreen	Sawblade_Probe
LightBlue	DarkPurple_Probe	Hourglass	Crowbar_Probe	DarkBlue_Probe	Nail_Probe	Heart_Probe	LightYellow_Probe	Rabbit_Probe	Bell_Probe
LightBlue	DarkPurple_Probe	Hourglass	Crowbar_Probe	DarkBlue_Probe	Nail_Probe	Heart_Probe	LightYellow_Probe	Rabbit_Probe	Bell_Probe
LightBlue	DarkPurple_Probe	Hourglass	Crowbar_Probe	DarkBlue_Probe	Nail_Probe	Heart_Probe	LightYellow_Probe	Rabbit_Probe	Bell_Probe
Chevron_Probe	UpArrow_Probe	Heart_Probe	DarkPurple	House	LightBlue	Spike_Probe	Sawblade_Probe	Ditto_Probe	LightPurple
Chevron_Probe	UpArrow_Probe	Heart_Probe	DarkPurple	House	LightBlue	Spike_Probe	Sawblade_Probe	Ditto_Probe	LightPurple
Chevron_Probe	UpArrow_Probe	Heart_Probe	DarkPurple	House	LightBlue	Spike_Probe	Sawblade_Probe	Ditto_Probe	LightPurple
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
