IMA11	IMA12	IMA13	IMA14	IMA15	IMA16	IMA17	IMA18	IMA19	IMA2	IMA20	IMA21	IMA22	IMA23	IMA3	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9	IMA10
Crowbar_Probe	LightBlue	DarkPurple	Spike	House	DarkTurquiose	Spike	Pacman_Probe	LightTurquiose	LightTurquiose	Venn	Acorn	DarkGray	Acorn	Venn	Pacman	LightPurple	Spike	Spade	Jellyfish	DarkRed	Hat
Crowbar_Probe	LightBlue	DarkPurple	Spike	House	DarkTurquiose	Spike	Pacman_Probe	LightTurquiose	LightTurquiose	Venn	Acorn	DarkGray	Acorn	Venn	Pacman	LightPurple	Spike	Spade	Jellyfish	DarkRed	Hat
Crowbar_Probe	LightBlue	DarkPurple	Spike	House	DarkTurquiose	Spike	Pacman_Probe	LightTurquiose	LightTurquiose	Venn	Acorn	DarkGray	Acorn	Venn	Pacman	LightPurple	Spike	Spade	Jellyfish	DarkRed	Hat
Crowbar_Probe	LightBlue	DarkPurple	Spike	House	DarkTurquiose	Spike	Pacman_Probe	LightTurquiose	LightTurquiose	Venn	Acorn	DarkGray	Acorn	Venn	Pacman	LightPurple	Spike	Spade	Jellyfish	DarkRed	Hat
Crowbar_Probe	LightBlue	DarkPurple	Spike	House	DarkTurquiose	Spike	Pacman_Probe	LightTurquiose	LightTurquiose	Venn	Acorn	DarkGray	Acorn	Venn	Pacman	LightPurple	Spike	Spade	Jellyfish	DarkRed	Hat
Crowbar_Probe	LightBlue	DarkPurple	Spike	House	DarkTurquiose	Spike	Pacman_Probe	LightTurquiose	LightTurquiose	Venn	Acorn	DarkGray	Acorn	Venn	Pacman	LightPurple	Spike	Spade	Jellyfish	DarkRed	Hat
Crowbar_Probe	LightBlue	DarkPurple	Spike	House	DarkTurquiose	Spike	Pacman_Probe	LightTurquiose	LightTurquiose	Venn	Acorn	DarkGray	Acorn	Venn	Pacman	LightPurple	Spike	Spade	Jellyfish	DarkRed	Hat
Crowbar_Probe	LightBlue	DarkPurple	Spike	House	DarkTurquiose	Spike	Pacman_Probe	LightTurquiose	LightTurquiose	Venn	Acorn	DarkGray	Acorn	Venn	Pacman	LightPurple	Spike	Spade	Jellyfish	DarkRed	Hat
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Crowbar_Choice	Background	Background	Background	Background	Background	Background	Pacman_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkTurquiose	Acorn	Chevron	LightTurquiose	Puzzle	Bar	Star	LightTurquiose	Heart_Probe	Puzzle_Probe	LightPurple	Sawblade	Venn	Hourglass_Probe	Ditto	DarkGreen_Probe	Jellyfish	DarkRed	DarkYellow	Puzzle_Probe	Sawblade_Probe	Tie
DarkTurquiose	Acorn	Chevron	LightTurquiose	Puzzle	Bar	Star	LightTurquiose	Heart_Probe	Puzzle_Probe	LightPurple	Sawblade	Venn	Hourglass_Probe	Ditto	DarkGreen_Probe	Jellyfish	DarkRed	DarkYellow	Puzzle_Probe	Sawblade_Probe	Tie
DarkTurquiose	Acorn	Chevron	LightTurquiose	Puzzle	Bar	Star	LightTurquiose	Heart_Probe	Puzzle_Probe	LightPurple	Sawblade	Venn	Hourglass_Probe	Ditto	DarkGreen_Probe	Jellyfish	DarkRed	DarkYellow	Puzzle_Probe	Sawblade_Probe	Tie
DarkTurquiose	Acorn	Chevron	LightTurquiose	Puzzle	Bar	Star	LightTurquiose	Heart_Probe	Puzzle_Probe	LightPurple	Sawblade	Venn	Hourglass_Probe	Ditto	DarkGreen_Probe	Jellyfish	DarkRed	DarkYellow	Puzzle_Probe	Sawblade_Probe	Tie
DarkTurquiose	Acorn	Chevron	LightTurquiose	Puzzle	Bar	Star	LightTurquiose	Heart_Probe	Puzzle_Probe	LightPurple	Sawblade	Venn	Hourglass_Probe	Ditto	DarkGreen_Probe	Jellyfish	DarkRed	DarkYellow	Puzzle_Probe	Sawblade_Probe	Tie
DarkTurquiose	Acorn	Chevron	LightTurquiose	Puzzle	Bar	Star	LightTurquiose	Heart_Probe	Puzzle_Probe	LightPurple	Sawblade	Venn	Hourglass_Probe	Ditto	DarkGreen_Probe	Jellyfish	DarkRed	DarkYellow	Puzzle_Probe	Sawblade_Probe	Tie
DarkTurquiose	Acorn	Chevron	LightTurquiose	Puzzle	Bar	Star	LightTurquiose	Heart_Probe	Puzzle_Probe	LightPurple	Sawblade	Venn	Hourglass_Probe	Ditto	DarkGreen_Probe	Jellyfish	DarkRed	DarkYellow	Puzzle_Probe	Sawblade_Probe	Tie
DarkTurquiose	Acorn	Chevron	LightTurquiose	Puzzle	Bar	Star	LightTurquiose	Heart_Probe	Puzzle_Probe	LightPurple	Sawblade	Venn	Hourglass_Probe	Ditto	DarkGreen_Probe	Jellyfish	DarkRed	DarkYellow	Puzzle_Probe	Sawblade_Probe	Tie
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Heart_Choice	Puzzle_Choice	Background	Background	Background	Hourglass_Choice	Background	DarkGreen_Choice	Background	Background	Background	Puzzle_Choice	Sawblade_Choice	Background
Hat	Hat	Spike_Probe	Heart	LightPurple	Star	LightYellow_Probe	Puzzle	Bar	Gem_Probe	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightYellow_Probe	Hourglass	Nail	Pacman	Bell	LightRed	Stickyhand	DarkTurquiose
Hat	Hat	Spike_Probe	Heart	LightPurple	Star	LightYellow_Probe	Puzzle	Bar	Gem_Probe	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightYellow_Probe	Hourglass	Nail	Pacman	Bell	LightRed	Stickyhand	DarkTurquiose
Hat	Hat	Spike_Probe	Heart	LightPurple	Star	LightYellow_Probe	Puzzle	Bar	Gem_Probe	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightYellow_Probe	Hourglass	Nail	Pacman	Bell	LightRed	Stickyhand	DarkTurquiose
Hat	Hat	Spike_Probe	Heart	LightPurple	Star	LightYellow_Probe	Puzzle	Bar	Gem_Probe	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightYellow_Probe	Hourglass	Nail	Pacman	Bell	LightRed	Stickyhand	DarkTurquiose
Hat	Hat	Spike_Probe	Heart	LightPurple	Star	LightYellow_Probe	Puzzle	Bar	Gem_Probe	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightYellow_Probe	Hourglass	Nail	Pacman	Bell	LightRed	Stickyhand	DarkTurquiose
Hat	Hat	Spike_Probe	Heart	LightPurple	Star	LightYellow_Probe	Puzzle	Bar	Gem_Probe	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightYellow_Probe	Hourglass	Nail	Pacman	Bell	LightRed	Stickyhand	DarkTurquiose
Hat	Hat	Spike_Probe	Heart	LightPurple	Star	LightYellow_Probe	Puzzle	Bar	Gem_Probe	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightYellow_Probe	Hourglass	Nail	Pacman	Bell	LightRed	Stickyhand	DarkTurquiose
Hat	Hat	Spike_Probe	Heart	LightPurple	Star	LightYellow_Probe	Puzzle	Bar	Gem_Probe	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightYellow_Probe	Hourglass	Nail	Pacman	Bell	LightRed	Stickyhand	DarkTurquiose
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Spike_Choice	Background	Background	Background	LightYellow_Choice	Background	Background	Gem_Choice	Background	Background	Background	Background	LightYellow_Choice	Background	Background	Background	Background	Background	Background	Background
Stickyhand	DarkYellow	LightGray	Hat	Star_Probe	LightGray_Probe	Hourglass	Star	DarkYellow	DarkPurple	Sawblade	Crowbar_Probe	LightGreen	Tie	Nail	Bell_Probe	LightBlue	Hourglass	Hourglass_Probe	Pacman	LightTurquiose_Probe	Bar_Probe
Stickyhand	DarkYellow	LightGray	Hat	Star_Probe	LightGray_Probe	Hourglass	Star	DarkYellow	DarkPurple	Sawblade	Crowbar_Probe	LightGreen	Tie	Nail	Bell_Probe	LightBlue	Hourglass	Hourglass_Probe	Pacman	LightTurquiose_Probe	Bar_Probe
Stickyhand	DarkYellow	LightGray	Hat	Star_Probe	LightGray_Probe	Hourglass	Star	DarkYellow	DarkPurple	Sawblade	Crowbar_Probe	LightGreen	Tie	Nail	Bell_Probe	LightBlue	Hourglass	Hourglass_Probe	Pacman	LightTurquiose_Probe	Bar_Probe
Stickyhand	DarkYellow	LightGray	Hat	Star_Probe	LightGray_Probe	Hourglass	Star	DarkYellow	DarkPurple	Sawblade	Crowbar_Probe	LightGreen	Tie	Nail	Bell_Probe	LightBlue	Hourglass	Hourglass_Probe	Pacman	LightTurquiose_Probe	Bar_Probe
Stickyhand	DarkYellow	LightGray	Hat	Star_Probe	LightGray_Probe	Hourglass	Star	DarkYellow	DarkPurple	Sawblade	Crowbar_Probe	LightGreen	Tie	Nail	Bell_Probe	LightBlue	Hourglass	Hourglass_Probe	Pacman	LightTurquiose_Probe	Bar_Probe
Stickyhand	DarkYellow	LightGray	Hat	Star_Probe	LightGray_Probe	Hourglass	Star	DarkYellow	DarkPurple	Sawblade	Crowbar_Probe	LightGreen	Tie	Nail	Bell_Probe	LightBlue	Hourglass	Hourglass_Probe	Pacman	LightTurquiose_Probe	Bar_Probe
Stickyhand	DarkYellow	LightGray	Hat	Star_Probe	LightGray_Probe	Hourglass	Star	DarkYellow	DarkPurple	Sawblade	Crowbar_Probe	LightGreen	Tie	Nail	Bell_Probe	LightBlue	Hourglass	Hourglass_Probe	Pacman	LightTurquiose_Probe	Bar_Probe
Stickyhand	DarkYellow	LightGray	Hat	Star_Probe	LightGray_Probe	Hourglass	Star	DarkYellow	DarkPurple	Sawblade	Crowbar_Probe	LightGreen	Tie	Nail	Bell_Probe	LightBlue	Hourglass	Hourglass_Probe	Pacman	LightTurquiose_Probe	Bar_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Star_Choice	LightGray_Choice	Background	Background	Background	Background	Background	Crowbar_Choice	Background	Background	Background	Bell_Choice	Background	Background	Hourglass_Choice	Background	LightTurquiose_Choice	Bar_Choice
LightGray	Crowbar	Crowbar	LightRed_Probe	Venn_Probe	Sawblade	Ditto	DarkBlue	Ditto	Nail	DarkGray	Puzzle	Sawblade_Probe	Nail_Probe	Bell	LightYellow	Bell	LightYellow	DarkPurple_Probe	Bar	Dodecagon	Heart_Probe
LightGray	Crowbar	Crowbar	LightRed_Probe	Venn_Probe	Sawblade	Ditto	DarkBlue	Ditto	Nail	DarkGray	Puzzle	Sawblade_Probe	Nail_Probe	Bell	LightYellow	Bell	LightYellow	DarkPurple_Probe	Bar	Dodecagon	Heart_Probe
LightGray	Crowbar	Crowbar	LightRed_Probe	Venn_Probe	Sawblade	Ditto	DarkBlue	Ditto	Nail	DarkGray	Puzzle	Sawblade_Probe	Nail_Probe	Bell	LightYellow	Bell	LightYellow	DarkPurple_Probe	Bar	Dodecagon	Heart_Probe
LightGray	Crowbar	Crowbar	LightRed_Probe	Venn_Probe	Sawblade	Ditto	DarkBlue	Ditto	Nail	DarkGray	Puzzle	Sawblade_Probe	Nail_Probe	Bell	LightYellow	Bell	LightYellow	DarkPurple_Probe	Bar	Dodecagon	Heart_Probe
LightGray	Crowbar	Crowbar	LightRed_Probe	Venn_Probe	Sawblade	Ditto	DarkBlue	Ditto	Nail	DarkGray	Puzzle	Sawblade_Probe	Nail_Probe	Bell	LightYellow	Bell	LightYellow	DarkPurple_Probe	Bar	Dodecagon	Heart_Probe
LightGray	Crowbar	Crowbar	LightRed_Probe	Venn_Probe	Sawblade	Ditto	DarkBlue	Ditto	Nail	DarkGray	Puzzle	Sawblade_Probe	Nail_Probe	Bell	LightYellow	Bell	LightYellow	DarkPurple_Probe	Bar	Dodecagon	Heart_Probe
LightGray	Crowbar	Crowbar	LightRed_Probe	Venn_Probe	Sawblade	Ditto	DarkBlue	Ditto	Nail	DarkGray	Puzzle	Sawblade_Probe	Nail_Probe	Bell	LightYellow	Bell	LightYellow	DarkPurple_Probe	Bar	Dodecagon	Heart_Probe
LightGray	Crowbar	Crowbar	LightRed_Probe	Venn_Probe	Sawblade	Ditto	DarkBlue	Ditto	Nail	DarkGray	Puzzle	Sawblade_Probe	Nail_Probe	Bell	LightYellow	Bell	LightYellow	DarkPurple_Probe	Bar	Dodecagon	Heart_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	LightRed_Choice	Venn_Choice	Background	Background	Background	Background	Background	Background	Background	Sawblade_Choice	Nail_Choice	Background	Background	Background	Background	DarkPurple_Choice	Background	Background	Heart_Choice
Sawblade	Venn	Venn_Probe	LeftArrow	DarkGray	Jellyfish	LightPurple_Probe	Hourglass	Puzzle_Probe	Heart	Crowbar	DarkYellow	Gem	DarkGreen	DarkYellow	Puzzle	Puzzle	Stickyhand	Jellyfish	LightGreen_Probe	Acorn	DarkGreen
Sawblade	Venn	Venn_Probe	LeftArrow	DarkGray	Jellyfish	LightPurple_Probe	Hourglass	Puzzle_Probe	Heart	Crowbar	DarkYellow	Gem	DarkGreen	DarkYellow	Puzzle	Puzzle	Stickyhand	Jellyfish	LightGreen_Probe	Acorn	DarkGreen
Sawblade	Venn	Venn_Probe	LeftArrow	DarkGray	Jellyfish	LightPurple_Probe	Hourglass	Puzzle_Probe	Heart	Crowbar	DarkYellow	Gem	DarkGreen	DarkYellow	Puzzle	Puzzle	Stickyhand	Jellyfish	LightGreen_Probe	Acorn	DarkGreen
Sawblade	Venn	Venn_Probe	LeftArrow	DarkGray	Jellyfish	LightPurple_Probe	Hourglass	Puzzle_Probe	Heart	Crowbar	DarkYellow	Gem	DarkGreen	DarkYellow	Puzzle	Puzzle	Stickyhand	Jellyfish	LightGreen_Probe	Acorn	DarkGreen
Sawblade	Venn	Venn_Probe	LeftArrow	DarkGray	Jellyfish	LightPurple_Probe	Hourglass	Puzzle_Probe	Heart	Crowbar	DarkYellow	Gem	DarkGreen	DarkYellow	Puzzle	Puzzle	Stickyhand	Jellyfish	LightGreen_Probe	Acorn	DarkGreen
Sawblade	Venn	Venn_Probe	LeftArrow	DarkGray	Jellyfish	LightPurple_Probe	Hourglass	Puzzle_Probe	Heart	Crowbar	DarkYellow	Gem	DarkGreen	DarkYellow	Puzzle	Puzzle	Stickyhand	Jellyfish	LightGreen_Probe	Acorn	DarkGreen
Sawblade	Venn	Venn_Probe	LeftArrow	DarkGray	Jellyfish	LightPurple_Probe	Hourglass	Puzzle_Probe	Heart	Crowbar	DarkYellow	Gem	DarkGreen	DarkYellow	Puzzle	Puzzle	Stickyhand	Jellyfish	LightGreen_Probe	Acorn	DarkGreen
Sawblade	Venn	Venn_Probe	LeftArrow	DarkGray	Jellyfish	LightPurple_Probe	Hourglass	Puzzle_Probe	Heart	Crowbar	DarkYellow	Gem	DarkGreen	DarkYellow	Puzzle	Puzzle	Stickyhand	Jellyfish	LightGreen_Probe	Acorn	DarkGreen
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Venn_Choice	Background	Background	Background	LightPurple_Choice	Background	Puzzle_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	LightGreen_Choice	Background	Background
Pacman_Probe	DarkTurquiose_Probe	DarkYellow	Lock	Acorn	LightRed_Probe	UpArrow	Tie	LightGreen	LightGray	Spade	House	DarkRed	House	Hourglass	House	LightYellow	Diamond_Probe	UpArrow	Crowbar	DarkGray	Spike
Pacman_Probe	DarkTurquiose_Probe	DarkYellow	Lock	Acorn	LightRed_Probe	UpArrow	Tie	LightGreen	LightGray	Spade	House	DarkRed	House	Hourglass	House	LightYellow	Diamond_Probe	UpArrow	Crowbar	DarkGray	Spike
Pacman_Probe	DarkTurquiose_Probe	DarkYellow	Lock	Acorn	LightRed_Probe	UpArrow	Tie	LightGreen	LightGray	Spade	House	DarkRed	House	Hourglass	House	LightYellow	Diamond_Probe	UpArrow	Crowbar	DarkGray	Spike
Pacman_Probe	DarkTurquiose_Probe	DarkYellow	Lock	Acorn	LightRed_Probe	UpArrow	Tie	LightGreen	LightGray	Spade	House	DarkRed	House	Hourglass	House	LightYellow	Diamond_Probe	UpArrow	Crowbar	DarkGray	Spike
Pacman_Probe	DarkTurquiose_Probe	DarkYellow	Lock	Acorn	LightRed_Probe	UpArrow	Tie	LightGreen	LightGray	Spade	House	DarkRed	House	Hourglass	House	LightYellow	Diamond_Probe	UpArrow	Crowbar	DarkGray	Spike
Pacman_Probe	DarkTurquiose_Probe	DarkYellow	Lock	Acorn	LightRed_Probe	UpArrow	Tie	LightGreen	LightGray	Spade	House	DarkRed	House	Hourglass	House	LightYellow	Diamond_Probe	UpArrow	Crowbar	DarkGray	Spike
Pacman_Probe	DarkTurquiose_Probe	DarkYellow	Lock	Acorn	LightRed_Probe	UpArrow	Tie	LightGreen	LightGray	Spade	House	DarkRed	House	Hourglass	House	LightYellow	Diamond_Probe	UpArrow	Crowbar	DarkGray	Spike
Pacman_Probe	DarkTurquiose_Probe	DarkYellow	Lock	Acorn	LightRed_Probe	UpArrow	Tie	LightGreen	LightGray	Spade	House	DarkRed	House	Hourglass	House	LightYellow	Diamond_Probe	UpArrow	Crowbar	DarkGray	Spike
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Pacman_Choice	DarkTurquiose_Choice	Background	Background	Background	LightRed_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Diamond_Choice	Background	Background	Background	Background
DarkGray	Jellyfish_Probe	Jellyfish	DarkPurple_Probe	Hat	Spike	Gem	DarkGreen_Probe	Chevron	Spade	DarkYellow_Probe	Rabbit	Spade_Probe	Spike	Gem	LightTurquiose	Gem_Probe	LightPurple	DarkGray	Hat	Diamond	Acorn
DarkGray	Jellyfish_Probe	Jellyfish	DarkPurple_Probe	Hat	Spike	Gem	DarkGreen_Probe	Chevron	Spade	DarkYellow_Probe	Rabbit	Spade_Probe	Spike	Gem	LightTurquiose	Gem_Probe	LightPurple	DarkGray	Hat	Diamond	Acorn
DarkGray	Jellyfish_Probe	Jellyfish	DarkPurple_Probe	Hat	Spike	Gem	DarkGreen_Probe	Chevron	Spade	DarkYellow_Probe	Rabbit	Spade_Probe	Spike	Gem	LightTurquiose	Gem_Probe	LightPurple	DarkGray	Hat	Diamond	Acorn
DarkGray	Jellyfish_Probe	Jellyfish	DarkPurple_Probe	Hat	Spike	Gem	DarkGreen_Probe	Chevron	Spade	DarkYellow_Probe	Rabbit	Spade_Probe	Spike	Gem	LightTurquiose	Gem_Probe	LightPurple	DarkGray	Hat	Diamond	Acorn
DarkGray	Jellyfish_Probe	Jellyfish	DarkPurple_Probe	Hat	Spike	Gem	DarkGreen_Probe	Chevron	Spade	DarkYellow_Probe	Rabbit	Spade_Probe	Spike	Gem	LightTurquiose	Gem_Probe	LightPurple	DarkGray	Hat	Diamond	Acorn
DarkGray	Jellyfish_Probe	Jellyfish	DarkPurple_Probe	Hat	Spike	Gem	DarkGreen_Probe	Chevron	Spade	DarkYellow_Probe	Rabbit	Spade_Probe	Spike	Gem	LightTurquiose	Gem_Probe	LightPurple	DarkGray	Hat	Diamond	Acorn
DarkGray	Jellyfish_Probe	Jellyfish	DarkPurple_Probe	Hat	Spike	Gem	DarkGreen_Probe	Chevron	Spade	DarkYellow_Probe	Rabbit	Spade_Probe	Spike	Gem	LightTurquiose	Gem_Probe	LightPurple	DarkGray	Hat	Diamond	Acorn
DarkGray	Jellyfish_Probe	Jellyfish	DarkPurple_Probe	Hat	Spike	Gem	DarkGreen_Probe	Chevron	Spade	DarkYellow_Probe	Rabbit	Spade_Probe	Spike	Gem	LightTurquiose	Gem_Probe	LightPurple	DarkGray	Hat	Diamond	Acorn
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Jellyfish_Choice	Background	DarkPurple_Choice	Background	Background	Background	DarkGreen_Choice	Background	Background	DarkYellow_Choice	Background	Spade_Choice	Background	Background	Background	Gem_Choice	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
