IMA10	IMA11	IMA12	IMA13	IMA14	IMA15	IMA16	IMA17	IMA18	IMA19	IMA1	IMA2	IMA3	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9
DarkPurple_Choice	Sawblade_Choice	LeftArrow_Choice	DarkRed_Choice	Venn_Choice	Star_Choice	LightYellow_Choice	Puzzle_Choice	House_Choice	DarkPurple_Choice	LightRed_Choice	Puzzle_Choice	Heart_Choice	DarkGreen_Choice	Hourglass_Choice	Heart_Choice	LightBlue_Choice	Hat_Choice	Chevron_Choice
Pacman_Probe	LightPurple_Probe	Spike_Probe	Dodecagon_Probe	Tie_Probe	DarkGreen_Probe	Ditto_Probe	DarkBlue_Probe	Dodecagon_Probe	Rabbit_Probe	Hat_Probe	Gem_Probe	DarkTurquiose_Probe	House_Probe	DarkGray_Probe	Spade_Probe	Venn_Probe	Gem_Probe	LightTurquiose_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Pacman_Choice	LightPurple_Choice	Spike_Choice	Dodecagon_Choice	Tie_Choice	DarkGreen_Choice	Ditto_Choice	DarkBlue_Choice	Dodecagon_Choice	Rabbit_Choice	Hat_Choice	Gem_Choice	DarkTurquiose_Choice	House_Choice	DarkGray_Choice	Spade_Choice	Venn_Choice	Gem_Choice	LightTurquiose_Choice
Dodecagon_Probe	Tie_Probe	LightRed_Probe	Bell_Probe	LightPurple_Probe	Rabbit_Probe	UpArrow_Probe	Heart_Probe	LightPurple_Probe	Heart_Probe	LeftArrow_Probe	DarkGray_Probe	Sawblade_Probe	Spike_Probe	Pacman_Probe	LightBlue_Probe	LeftArrow_Probe	DarkYellow_Probe	Puzzle_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Dodecagon_Choice	Tie_Choice	LightRed_Choice	Bell_Choice	LightPurple_Choice	Rabbit_Choice	UpArrow_Choice	Heart_Choice	LightPurple_Choice	Heart_Choice	LeftArrow_Choice	DarkGray_Choice	Sawblade_Choice	Spike_Choice	Pacman_Choice	LightBlue_Choice	LeftArrow_Choice	DarkYellow_Choice	Puzzle_Choice
DarkRed_Probe	Hourglass_Probe	Acorn_Probe	DarkTurquiose_Probe	Hourglass_Probe	House_Probe	LightGreen_Probe	Diamond_Probe	LeftArrow_Probe	DarkYellow_Probe	DarkRed_Probe	Diamond_Probe	Crowbar_Probe	LightPurple_Probe	Dodecagon_Probe	Bell_Probe	LightTurquiose_Probe	Lock_Probe	Bell_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed_Choice	Hourglass_Choice	Acorn_Choice	DarkTurquiose_Choice	Hourglass_Choice	House_Choice	LightGreen_Choice	Diamond_Choice	LeftArrow_Choice	DarkYellow_Choice	DarkRed_Choice	Diamond_Choice	Crowbar_Choice	LightPurple_Choice	Dodecagon_Choice	Bell_Choice	LightTurquiose_Choice	Lock_Choice	Bell_Choice
Gem_Probe	LightBlue_Probe	Nail_Probe	Rabbit_Probe	Pacman_Probe	LightTurquiose_Probe	Crowbar_Probe	LightPurple_Probe	Rabbit_Probe	Diamond_Probe	Sawblade_Probe	Crowbar_Probe	LightGreen_Probe	Heart_Probe	LightGreen_Probe	Hourglass_Probe	Rabbit_Probe	Heart_Probe	LightBlue_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Gem_Choice	LightBlue_Choice	Nail_Choice	Rabbit_Choice	Pacman_Choice	LightTurquiose_Choice	Crowbar_Choice	LightPurple_Choice	Rabbit_Choice	Diamond_Choice	Sawblade_Choice	Crowbar_Choice	LightGreen_Choice	Heart_Choice	LightGreen_Choice	Hourglass_Choice	Rabbit_Choice	Heart_Choice	LightBlue_Choice
Spike_Probe	Stickyhand_Probe	LightBlue_Probe	Pacman_Probe	LightYellow_Probe	Sawblade_Probe	Sawblade_Probe	Stickyhand_Probe	DarkBlue_Probe	Crowbar_Probe	Jellyfish_Probe	LightTurquiose_Probe	Diamond_Probe	Nail_Probe	Jellyfish_Probe	LightGray_Probe	Heart_Probe	LightTurquiose_Probe	Rabbit_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Spike_Choice	Stickyhand_Choice	LightBlue_Choice	Pacman_Choice	LightYellow_Choice	Sawblade_Choice	Sawblade_Choice	Stickyhand_Choice	DarkBlue_Choice	Crowbar_Choice	Jellyfish_Choice	LightTurquiose_Choice	Diamond_Choice	Nail_Choice	Jellyfish_Choice	LightGray_Choice	Heart_Choice	LightTurquiose_Choice	Rabbit_Choice
DarkGray_Probe	Spike_Probe	Gem_Probe	LightGreen_Probe	Spike_Probe	Tie_Probe	DarkTurquiose_Probe	Lock_Probe	Crowbar_Probe	LightGray_Probe	LightBlue_Probe	Venn_Probe	House_Probe	DarkTurquiose_Probe	Venn_Probe	Chevron_Probe	DarkBlue_Probe	Spike_Probe	Pacman_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGray_Choice	Spike_Choice	Gem_Choice	LightGreen_Choice	Spike_Choice	Tie_Choice	DarkTurquiose_Choice	Lock_Choice	Crowbar_Choice	LightGray_Choice	LightBlue_Choice	Venn_Choice	House_Choice	DarkTurquiose_Choice	Venn_Choice	Chevron_Choice	DarkBlue_Choice	Spike_Choice	Pacman_Choice
Stickyhand_Probe	LightYellow_Probe	Spade_Probe	UpArrow_Probe	Jellyfish_Probe	LightGreen_Probe	House_Probe	LightGray_Probe	Puzzle_Probe	Spike_Probe	Venn_Probe	Bell_Probe	DarkGray_Probe	Pacman_Probe	DarkYellow_Probe	Venn_Probe	UpArrow_Probe	House_Probe	DarkTurquiose_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Stickyhand_Choice	LightYellow_Choice	Spade_Choice	UpArrow_Choice	Jellyfish_Choice	LightGreen_Choice	House_Choice	LightGray_Choice	Puzzle_Choice	Spike_Choice	Venn_Choice	Bell_Choice	DarkGray_Choice	Pacman_Choice	DarkYellow_Choice	Venn_Choice	UpArrow_Choice	House_Choice	DarkTurquiose_Choice
UpArrow_Probe	Chevron_Probe	DarkYellow_Probe	Gem_Probe	DarkTurquiose_Probe	Hourglass_Probe	Spike_Probe	Chevron_Probe	DarkGray_Probe	Gem_Probe	Tie_Probe	DarkYellow_Probe	Nail_Probe	Dodecagon_Probe	Gem_Probe	DarkRed_Probe	Tie_Probe	DarkGray_Probe	Diamond_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow_Choice	Chevron_Choice	DarkYellow_Choice	Gem_Choice	DarkTurquiose_Choice	Hourglass_Choice	Spike_Choice	Chevron_Choice	DarkGray_Choice	Gem_Choice	Tie_Choice	DarkYellow_Choice	Nail_Choice	Dodecagon_Choice	Gem_Choice	DarkRed_Choice	Tie_Choice	DarkGray_Choice	Diamond_Choice
LightPurple_Probe	Puzzle_Probe	Star_Probe	LightTurquiose_Probe	Nail_Probe	Crowbar_Probe	LightRed_Probe	Spade_Probe	Star_Probe	LightBlue_Probe	DarkBlue_Probe	Hourglass_Probe	Acorn_Probe	LightTurquiose_Probe	Spike_Probe	Acorn_Probe	LightYellow_Probe	Nail_Probe	LeftArrow_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightPurple_Choice	Puzzle_Choice	Star_Choice	LightTurquiose_Choice	Nail_Choice	Crowbar_Choice	LightRed_Choice	Spade_Choice	Star_Choice	LightBlue_Choice	DarkBlue_Choice	Hourglass_Choice	Acorn_Choice	LightTurquiose_Choice	Spike_Choice	Acorn_Choice	LightYellow_Choice	Nail_Choice	LeftArrow_Choice
Tie_Probe	DarkBlue_Probe	Venn_Probe	Diamond_Probe	Heart_Probe	LightBlue_Probe	Bell_Probe	LightRed_Probe	Bar_Probe	Dodecagon_Probe	Spike_Probe	Stickyhand_Probe	DarkRed_Probe	Chevron_Probe	DarkRed_Probe	Dodecagon_Probe	Bar_Probe	Crowbar_Probe	LightYellow_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Tie_Choice	DarkBlue_Choice	Venn_Choice	Diamond_Choice	Heart_Choice	LightBlue_Choice	Bell_Choice	LightRed_Choice	Bar_Choice	Dodecagon_Choice	Spike_Choice	Stickyhand_Choice	DarkRed_Choice	Chevron_Choice	DarkRed_Choice	Dodecagon_Choice	Bar_Choice	Crowbar_Choice	LightYellow_Choice
Venn_Probe	Heart_Probe	LightTurquiose_Probe	Jellyfish_Probe	LightGray_Probe	Venn_Probe	Bar_Probe	Jellyfish_Probe	LightGreen_Probe	Acorn_Probe	Crowbar_Probe	DarkGreen_Probe	Bar_Probe	Bar_Probe	LeftArrow_Probe	DarkGray_Probe	Acorn_Probe	LightYellow_Probe	Spade_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Venn_Choice	Heart_Choice	LightTurquiose_Choice	Jellyfish_Choice	LightGray_Choice	Venn_Choice	Bar_Choice	Jellyfish_Choice	LightGreen_Choice	Acorn_Choice	Crowbar_Choice	DarkGreen_Choice	Bar_Choice	Bar_Choice	LeftArrow_Choice	DarkGray_Choice	Acorn_Choice	LightYellow_Choice	Spade_Choice
LightRed_Probe	UpArrow_Probe	Stickyhand_Probe	LightYellow_Probe	UpArrow_Probe	Pacman_Probe	DarkRed_Probe	Sawblade_Probe	Bell_Probe	DarkGreen_Probe	LightGreen_Probe	Sawblade_Probe	Ditto_Probe	LightRed_Probe	Lock_Probe	Jellyfish_Probe	DarkGreen_Probe	Dodecagon_Probe	Stickyhand_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightRed_Choice	UpArrow_Choice	Stickyhand_Choice	LightYellow_Choice	UpArrow_Choice	Pacman_Choice	DarkRed_Choice	Sawblade_Choice	Bell_Choice	DarkGreen_Choice	LightGreen_Choice	Sawblade_Choice	Ditto_Choice	LightRed_Choice	Lock_Choice	Jellyfish_Choice	DarkGreen_Choice	Dodecagon_Choice	Stickyhand_Choice
Star_Probe	LightGreen_Probe	Dodecagon_Probe	Nail_Probe	Chevron_Probe	LightRed_Probe	Star_Probe	DarkGreen_Probe	Diamond_Probe	Venn_Probe	Bar_Probe	Pacman_Probe	LightTurquiose_Probe	Bell_Probe	LightPurple_Probe	Sawblade_Probe	Diamond_Probe	Chevron_Probe	LightGray_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Star_Choice	LightGreen_Choice	Dodecagon_Choice	Nail_Choice	Chevron_Choice	LightRed_Choice	Star_Choice	DarkGreen_Choice	Diamond_Choice	Venn_Choice	Bar_Choice	Pacman_Choice	LightTurquiose_Choice	Bell_Choice	LightPurple_Choice	Sawblade_Choice	Diamond_Choice	Chevron_Choice	LightGray_Choice
Hat_Probe	Crowbar_Probe	DarkRed_Probe	Crowbar_Probe	DarkBlue_Probe	Bar_Probe	Nail_Probe	Ditto_Probe	DarkPurple_Probe	Stickyhand_Probe	Heart_Probe	LightPurple_Probe	Hourglass_Probe	Lock_Probe	House_Probe	DarkPurple_Probe	Crowbar_Probe	DarkTurquiose_Probe	Bar_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Hat_Choice	Crowbar_Choice	DarkRed_Choice	Crowbar_Choice	DarkBlue_Choice	Bar_Choice	Nail_Choice	Ditto_Choice	DarkPurple_Choice	Stickyhand_Choice	Heart_Choice	LightPurple_Choice	Hourglass_Choice	Lock_Choice	House_Choice	DarkPurple_Choice	Crowbar_Choice	DarkTurquiose_Choice	Bar_Choice
DarkBlue_Probe	Spade_Probe	Tie_Probe	LightBlue_Probe	Diamond_Probe	Heart_Probe	DarkGray_Probe	Venn_Probe	Acorn_Probe	LightGreen_Probe	LightTurquiose_Probe	Hat_Probe	Tie_Probe	DarkRed_Probe	Puzzle_Probe	LeftArrow_Probe	LightGray_Probe	Sawblade_Probe	Crowbar_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkBlue_Choice	Spade_Choice	Tie_Choice	LightBlue_Choice	Diamond_Choice	Heart_Choice	DarkGray_Choice	Venn_Choice	Acorn_Choice	LightGreen_Choice	LightTurquiose_Choice	Hat_Choice	Tie_Choice	DarkRed_Choice	Puzzle_Choice	LeftArrow_Choice	LightGray_Choice	Sawblade_Choice	Crowbar_Choice
Chevron_Probe	DarkPurple_Probe	Puzzle_Probe	Spade_Probe	Acorn_Probe	DarkPurple_Probe	Pacman_Probe	LightTurquiose_Probe	Venn_Probe	Spade_Probe	Diamond_Probe	Jellyfish_Probe	LightYellow_Probe	Gem_Probe	LightTurquiose_Probe	Hat_Probe	Hat_Probe	Acorn_Probe	DarkYellow_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Chevron_Choice	DarkPurple_Choice	Puzzle_Choice	Spade_Choice	Acorn_Choice	DarkPurple_Choice	Pacman_Choice	LightTurquiose_Choice	Venn_Choice	Spade_Choice	Diamond_Choice	Jellyfish_Choice	LightYellow_Choice	Gem_Choice	LightTurquiose_Choice	Hat_Choice	Hat_Choice	Acorn_Choice	DarkYellow_Choice
Hourglass_Probe	Gem_Probe	LightGray_Probe	Acorn_Probe	LightRed_Probe	UpArrow_Probe	Diamond_Probe	Crowbar_Probe	DarkYellow_Probe	Jellyfish_Probe	House_Probe	LightBlue_Probe	Lock_Probe	Rabbit_Probe	Chevron_Probe	DarkBlue_Probe	Pacman_Probe	LightRed_Probe	Nail_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Hourglass_Choice	Gem_Choice	LightGray_Choice	Acorn_Choice	LightRed_Choice	UpArrow_Choice	Diamond_Choice	Crowbar_Choice	DarkYellow_Choice	Jellyfish_Choice	House_Choice	LightBlue_Choice	Lock_Choice	Rabbit_Choice	Chevron_Choice	DarkBlue_Choice	Pacman_Choice	LightRed_Choice	Nail_Choice
LightTurquiose_Probe	Nail_Probe	Heart_Probe	LightRed_Probe	Hat_Probe	LeftArrow_Probe	LightTurquiose_Probe	Rabbit_Probe	Jellyfish_Probe	LightPurple_Probe	LightGray_Probe	Nail_Probe	Gem_Probe	LightYellow_Probe	Rabbit_Probe	Crowbar_Probe	DarkTurquiose_Probe	UpArrow_Probe	Heart_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightTurquiose_Choice	Nail_Choice	Heart_Choice	LightRed_Choice	Hat_Choice	LeftArrow_Choice	LightTurquiose_Choice	Rabbit_Choice	Jellyfish_Choice	LightPurple_Choice	LightGray_Choice	Nail_Choice	Gem_Choice	LightYellow_Choice	Rabbit_Choice	Crowbar_Choice	DarkTurquiose_Choice	UpArrow_Choice	Heart_Choice
Ditto_Probe	LightTurquiose_Probe	UpArrow_Probe	Lock_Probe	Crowbar_Probe	DarkYellow_Probe	Acorn_Probe	DarkTurquiose_Probe	Hourglass_Probe	Hourglass_Probe	Spade_Probe	House_Probe	DarkBlue_Probe	Stickyhand_Probe	LightBlue_Probe	Nail_Probe	Spade_Probe	Ditto_Probe	DarkRed_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Ditto_Choice	LightTurquiose_Choice	UpArrow_Choice	Lock_Choice	Crowbar_Choice	DarkYellow_Choice	Acorn_Choice	DarkTurquiose_Choice	Hourglass_Choice	Hourglass_Choice	Spade_Choice	House_Choice	DarkBlue_Choice	Stickyhand_Choice	LightBlue_Choice	Nail_Choice	Spade_Choice	Ditto_Choice	DarkRed_Choice
Sawblade_Probe	House_Probe	DarkGray_Probe	LeftArrow_Probe	LightGreen_Probe	Nail_Probe	Spade_Probe	House_Probe	LightYellow_Probe	House_Probe	Chevron_Probe	DarkRed_Probe	Puzzle_Probe	Hat_Probe	Star_Probe	DarkTurquiose_Probe	Ditto_Probe	LightGray_Probe	Dodecagon_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Sawblade_Choice	House_Choice	DarkGray_Choice	LeftArrow_Choice	LightGreen_Choice	Nail_Choice	Spade_Choice	House_Choice	LightYellow_Choice	House_Choice	Chevron_Choice	DarkRed_Choice	Puzzle_Choice	Hat_Choice	Star_Choice	DarkTurquiose_Choice	Ditto_Choice	LightGray_Choice	Dodecagon_Choice
LightYellow_Probe	Rabbit_Probe	Chevron_Probe	LightGray_Probe	Spade_Probe	Ditto_Probe	LightPurple_Probe	Bar_Probe	Chevron_Probe	DarkBlue_Probe	DarkGreen_Probe	Lock_Probe	Star_Probe	LightGreen_Probe	Diamond_Probe	Pacman_Probe	DarkRed_Probe	Spade_Probe	Acorn_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightYellow_Choice	Rabbit_Choice	Chevron_Choice	LightGray_Choice	Spade_Choice	Ditto_Choice	LightPurple_Choice	Bar_Choice	Chevron_Choice	DarkBlue_Choice	DarkGreen_Choice	Lock_Choice	Star_Choice	LightGreen_Choice	Diamond_Choice	Pacman_Choice	DarkRed_Choice	Spade_Choice	Acorn_Choice
LeftArrow_Probe	DarkTurquiose_Probe	Hat_Probe	Puzzle_Probe	Stickyhand_Probe	LightPurple_Probe	LeftArrow_Probe	DarkRed_Probe	Lock_Probe	Sawblade_Probe	Puzzle_Probe	Heart_Probe	DarkYellow_Probe	Star_Probe	LightRed_Probe	Lock_Probe	Puzzle_Probe	LeftArrow_Probe	DarkGray_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LeftArrow_Choice	DarkTurquiose_Choice	Hat_Choice	Puzzle_Choice	Stickyhand_Choice	LightPurple_Choice	LeftArrow_Choice	DarkRed_Choice	Lock_Choice	Sawblade_Choice	Puzzle_Choice	Heart_Choice	DarkYellow_Choice	Star_Choice	LightRed_Choice	Lock_Choice	Puzzle_Choice	LeftArrow_Choice	DarkGray_Choice
Puzzle_Probe	Bell_Probe	DarkPurple_Probe	Star_Probe	DarkPurple_Probe	Spade_Probe	Dodecagon_Probe	Acorn_Probe	LightBlue_Probe	Pacman_Probe	Ditto_Probe	DarkBlue_Probe	Rabbit_Probe	Spade_Probe	Crowbar_Probe	DarkGreen_Probe	Jellyfish_Probe	LightPurple_Probe	Spike_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Puzzle_Choice	Bell_Choice	DarkPurple_Choice	Star_Choice	DarkPurple_Choice	Spade_Choice	Dodecagon_Choice	Acorn_Choice	LightBlue_Choice	Pacman_Choice	Ditto_Choice	DarkBlue_Choice	Rabbit_Choice	Spade_Choice	Crowbar_Choice	DarkGreen_Choice	Jellyfish_Choice	LightPurple_Choice	Spike_Choice
DarkGreen_Probe	Dodecagon_Probe	Ditto_Probe	DarkGreen_Probe	Lock_Probe	Chevron_Probe	LightGray_Probe	Nail_Probe	Stickyhand_Probe	DarkTurquiose_Probe	DarkGray_Probe	UpArrow_Probe	Bell_Probe	DarkPurple_Probe	Hat_Probe	House_Probe	DarkPurple_Probe	Bar_Probe	House_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGreen_Choice	Dodecagon_Choice	Ditto_Choice	DarkGreen_Choice	Lock_Choice	Chevron_Choice	LightGray_Choice	Nail_Choice	Stickyhand_Choice	DarkTurquiose_Choice	DarkGray_Choice	UpArrow_Choice	Bell_Choice	DarkPurple_Choice	Hat_Choice	House_Choice	DarkPurple_Choice	Bar_Choice	House_Choice
Heart_Probe	DarkRed_Probe	Lock_Probe	Venn_Probe	LeftArrow_Probe	DarkGray_Probe	Tie_Probe	LightYellow_Probe	Nail_Probe	Puzzle_Probe	Dodecagon_Probe	LeftArrow_Probe	DarkPurple_Probe	Crowbar_Probe	DarkPurple_Probe	Bar_Probe	Lock_Probe	Star_Probe	LightGreen_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Heart_Choice	DarkRed_Choice	Lock_Choice	Venn_Choice	LeftArrow_Choice	DarkGray_Choice	Tie_Choice	LightYellow_Choice	Nail_Choice	Puzzle_Choice	Dodecagon_Choice	LeftArrow_Choice	DarkPurple_Choice	Crowbar_Choice	DarkPurple_Choice	Bar_Choice	Lock_Choice	Star_Choice	LightGreen_Choice
Lock_Probe	Jellyfish_Probe	DarkGreen_Probe	Ditto_Probe	LightTurquiose_Probe	Puzzle_Probe	Hourglass_Probe	LeftArrow_Probe	LightRed_Probe	Ditto_Probe	Stickyhand_Probe	DarkTurquiose_Probe	Spade_Probe	Venn_Probe	Tie_Probe	LightYellow_Probe	Bell_Probe	DarkPurple_Probe	Venn_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Lock_Choice	Jellyfish_Choice	DarkGreen_Choice	Ditto_Choice	LightTurquiose_Choice	Puzzle_Choice	Hourglass_Choice	LeftArrow_Choice	LightRed_Choice	Ditto_Choice	Stickyhand_Choice	DarkTurquiose_Choice	Spade_Choice	Venn_Choice	Tie_Choice	LightYellow_Choice	Bell_Choice	DarkPurple_Choice	Venn_Choice
DarkYellow_Probe	Venn_Probe	Crowbar_Probe	DarkPurple_Probe	Dodecagon_Probe	Bell_Probe	DarkYellow_Probe	UpArrow_Probe	Tie_Probe	DarkRed_Probe	LightYellow_Probe	Spike_Probe	LeftArrow_Probe	DarkGray_Probe	UpArrow_Probe	Tie_Probe	LightRed_Probe	Diamond_Probe	Star_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkYellow_Choice	Venn_Choice	Crowbar_Choice	DarkPurple_Choice	Dodecagon_Choice	Bell_Choice	DarkYellow_Choice	UpArrow_Choice	Tie_Choice	DarkRed_Choice	LightYellow_Choice	Spike_Choice	LeftArrow_Choice	DarkGray_Choice	UpArrow_Choice	Tie_Choice	LightRed_Choice	Diamond_Choice	Star_Choice
House_Probe	DarkGray_Probe	Sawblade_Probe	Hourglass_Probe	Star_Probe	DarkRed_Probe	Gem_Probe	DarkYellow_Probe	Sawblade_Probe	Lock_Probe	UpArrow_Probe	Acorn_Probe	LightGray_Probe	Acorn_Probe	DarkGreen_Probe	UpArrow_Probe	Dodecagon_Probe	Bell_Probe	DarkGreen_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
House_Choice	DarkGray_Choice	Sawblade_Choice	Hourglass_Choice	Star_Choice	DarkRed_Choice	Gem_Choice	DarkYellow_Choice	Sawblade_Choice	Lock_Choice	UpArrow_Choice	Acorn_Choice	LightGray_Choice	Acorn_Choice	DarkGreen_Choice	UpArrow_Choice	Dodecagon_Choice	Bell_Choice	DarkGreen_Choice
