IMA2	IMA3	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9	IMA10	IMA11	IMA12	IMA13	IMA14	IMA15	IMA16	IMA17	IMA18	IMA19	IMA20	IMA21	IMA22	IMA23	IMA24	IMA25	IMA26	IMA27	IMA28	IMA29	IMA30	IMA31	IMA32	IMA33
LightGreen	Puzzle	Acorn	LightTurquiose	Puzzle	Pacman	LightYellow	UpArrow	Crowbar	DarkTurquiose	Nail	Nail	Jellyfish	LightYellow_Probe	Spike	Acorn_Probe	LightTurquiose	Nail	Stickyhand	DarkGray	Venn	Pacman	LightPurple_Probe	LightGray	Dodecagon	Acorn	LightYellow	Lock	Ditto	LightBlue	Sawblade	Stickyhand
LightGreen	Puzzle	Acorn	LightTurquiose	Puzzle	Pacman	LightYellow	UpArrow	Crowbar	DarkTurquiose	Nail	Nail	Jellyfish	LightYellow_Probe	Spike	Acorn_Probe	LightTurquiose	Nail	Stickyhand	DarkGray	Venn	Pacman	LightPurple_Probe	LightGray	Dodecagon	Acorn	LightYellow	Lock	Ditto	LightBlue	Sawblade	Stickyhand
LightGreen	Puzzle	Acorn	LightTurquiose	Puzzle	Pacman	LightYellow	UpArrow	Crowbar	DarkTurquiose	Nail	Nail	Jellyfish	LightYellow_Probe	Spike	Acorn_Probe	LightTurquiose	Nail	Stickyhand	DarkGray	Venn	Pacman	LightPurple_Probe	LightGray	Dodecagon	Acorn	LightYellow	Lock	Ditto	LightBlue	Sawblade	Stickyhand
LightGreen	Puzzle	Acorn	LightTurquiose	Puzzle	Pacman	LightYellow	UpArrow	Crowbar	DarkTurquiose	Nail	Nail	Jellyfish	LightYellow_Probe	Spike	Acorn_Probe	LightTurquiose	Nail	Stickyhand	DarkGray	Venn	Pacman	LightPurple_Probe	LightGray	Dodecagon	Acorn	LightYellow	Lock	Ditto	LightBlue	Sawblade	Stickyhand
LightGreen	Puzzle	Acorn	LightTurquiose	Puzzle	Pacman	LightYellow	UpArrow	Crowbar	DarkTurquiose	Nail	Nail	Jellyfish	LightYellow_Probe	Spike	Acorn_Probe	LightTurquiose	Nail	Stickyhand	DarkGray	Venn	Pacman	LightPurple_Probe	LightGray	Dodecagon	Acorn	LightYellow	Lock	Ditto	LightBlue	Sawblade	Stickyhand
LightGreen	Puzzle	Acorn	LightTurquiose	Puzzle	Pacman	LightYellow	UpArrow	Crowbar	DarkTurquiose	Nail	Nail	Jellyfish	LightYellow_Probe	Spike	Acorn_Probe	LightTurquiose	Nail	Stickyhand	DarkGray	Venn	Pacman	LightPurple_Probe	LightGray	Dodecagon	Acorn	LightYellow	Lock	Ditto	LightBlue	Sawblade	Stickyhand
LightGreen	Puzzle	Acorn	LightTurquiose	Puzzle	Pacman	LightYellow	UpArrow	Crowbar	DarkTurquiose	Nail	Nail	Jellyfish	LightYellow_Probe	Spike	Acorn_Probe	LightTurquiose	Nail	Stickyhand	DarkGray	Venn	Pacman	LightPurple_Probe	LightGray	Dodecagon	Acorn	LightYellow	Lock	Ditto	LightBlue	Sawblade	Stickyhand
LightGreen	Puzzle	Acorn	LightTurquiose	Puzzle	Pacman	LightYellow	UpArrow	Crowbar	DarkTurquiose	Nail	Nail	Jellyfish	LightYellow_Probe	Spike	Acorn_Probe	LightTurquiose	Nail	Stickyhand	DarkGray	Venn	Pacman	LightPurple_Probe	LightGray	Dodecagon	Acorn	LightYellow	Lock	Ditto	LightBlue	Sawblade	Stickyhand
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	LightYellow_Choice	Background	Acorn_Choice	Background	Background	Background	Background	Background	Background	LightPurple_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background
Spike_Probe	Jellyfish	LightPurple	Gem	LightBlue	Spade	Sawblade	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightTurquiose	Diamond	Bar	Crowbar	DarkTurquiose	Star	DarkPurple	Hat_Probe	Venn	Chevron	DarkYellow	Tie	Tie	LightBlue_Probe	Hourglass_Probe	Bar_Probe	Jellyfish	DarkBlue_Probe	Gem	DarkTurquiose	Spade
Spike_Probe	Jellyfish	LightPurple	Gem	LightBlue	Spade	Sawblade	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightTurquiose	Diamond	Bar	Crowbar	DarkTurquiose	Star	DarkPurple	Hat_Probe	Venn	Chevron	DarkYellow	Tie	Tie	LightBlue_Probe	Hourglass_Probe	Bar_Probe	Jellyfish	DarkBlue_Probe	Gem	DarkTurquiose	Spade
Spike_Probe	Jellyfish	LightPurple	Gem	LightBlue	Spade	Sawblade	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightTurquiose	Diamond	Bar	Crowbar	DarkTurquiose	Star	DarkPurple	Hat_Probe	Venn	Chevron	DarkYellow	Tie	Tie	LightBlue_Probe	Hourglass_Probe	Bar_Probe	Jellyfish	DarkBlue_Probe	Gem	DarkTurquiose	Spade
Spike_Probe	Jellyfish	LightPurple	Gem	LightBlue	Spade	Sawblade	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightTurquiose	Diamond	Bar	Crowbar	DarkTurquiose	Star	DarkPurple	Hat_Probe	Venn	Chevron	DarkYellow	Tie	Tie	LightBlue_Probe	Hourglass_Probe	Bar_Probe	Jellyfish	DarkBlue_Probe	Gem	DarkTurquiose	Spade
Spike_Probe	Jellyfish	LightPurple	Gem	LightBlue	Spade	Sawblade	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightTurquiose	Diamond	Bar	Crowbar	DarkTurquiose	Star	DarkPurple	Hat_Probe	Venn	Chevron	DarkYellow	Tie	Tie	LightBlue_Probe	Hourglass_Probe	Bar_Probe	Jellyfish	DarkBlue_Probe	Gem	DarkTurquiose	Spade
Spike_Probe	Jellyfish	LightPurple	Gem	LightBlue	Spade	Sawblade	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightTurquiose	Diamond	Bar	Crowbar	DarkTurquiose	Star	DarkPurple	Hat_Probe	Venn	Chevron	DarkYellow	Tie	Tie	LightBlue_Probe	Hourglass_Probe	Bar_Probe	Jellyfish	DarkBlue_Probe	Gem	DarkTurquiose	Spade
Spike_Probe	Jellyfish	LightPurple	Gem	LightBlue	Spade	Sawblade	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightTurquiose	Diamond	Bar	Crowbar	DarkTurquiose	Star	DarkPurple	Hat_Probe	Venn	Chevron	DarkYellow	Tie	Tie	LightBlue_Probe	Hourglass_Probe	Bar_Probe	Jellyfish	DarkBlue_Probe	Gem	DarkTurquiose	Spade
Spike_Probe	Jellyfish	LightPurple	Gem	LightBlue	Spade	Sawblade	Heart	DarkGreen	LeftArrow	DarkTurquiose	LightTurquiose	Diamond	Bar	Crowbar	DarkTurquiose	Star	DarkPurple	Hat_Probe	Venn	Chevron	DarkYellow	Tie	Tie	LightBlue_Probe	Hourglass_Probe	Bar_Probe	Jellyfish	DarkBlue_Probe	Gem	DarkTurquiose	Spade
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Spike_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Hat_Choice	Background	Background	Background	Background	Background	LightBlue_Choice	Hourglass_Choice	Bar_Choice	Background	DarkBlue_Choice	Background	Background	Background
Stickyhand	DarkRed_Probe	Diamond	Hat	Pacman_Probe	DarkTurquiose	Bell_Probe	LightPurple	Spike	Dodecagon_Probe	Crowbar	Bell	LightPurple	Gem	DarkBlue_Probe	Rabbit	Rabbit	Stickyhand	LightBlue	Tie_Probe	LightGreen_Probe	Rabbit	Diamond	Spade	LeftArrow	DarkTurquiose	House	LightRed_Probe	Diamond_Probe	UpArrow	Pacman	LightBlue_Probe
Stickyhand	DarkRed_Probe	Diamond	Hat	Pacman_Probe	DarkTurquiose	Bell_Probe	LightPurple	Spike	Dodecagon_Probe	Crowbar	Bell	LightPurple	Gem	DarkBlue_Probe	Rabbit	Rabbit	Stickyhand	LightBlue	Tie_Probe	LightGreen_Probe	Rabbit	Diamond	Spade	LeftArrow	DarkTurquiose	House	LightRed_Probe	Diamond_Probe	UpArrow	Pacman	LightBlue_Probe
Stickyhand	DarkRed_Probe	Diamond	Hat	Pacman_Probe	DarkTurquiose	Bell_Probe	LightPurple	Spike	Dodecagon_Probe	Crowbar	Bell	LightPurple	Gem	DarkBlue_Probe	Rabbit	Rabbit	Stickyhand	LightBlue	Tie_Probe	LightGreen_Probe	Rabbit	Diamond	Spade	LeftArrow	DarkTurquiose	House	LightRed_Probe	Diamond_Probe	UpArrow	Pacman	LightBlue_Probe
Stickyhand	DarkRed_Probe	Diamond	Hat	Pacman_Probe	DarkTurquiose	Bell_Probe	LightPurple	Spike	Dodecagon_Probe	Crowbar	Bell	LightPurple	Gem	DarkBlue_Probe	Rabbit	Rabbit	Stickyhand	LightBlue	Tie_Probe	LightGreen_Probe	Rabbit	Diamond	Spade	LeftArrow	DarkTurquiose	House	LightRed_Probe	Diamond_Probe	UpArrow	Pacman	LightBlue_Probe
Stickyhand	DarkRed_Probe	Diamond	Hat	Pacman_Probe	DarkTurquiose	Bell_Probe	LightPurple	Spike	Dodecagon_Probe	Crowbar	Bell	LightPurple	Gem	DarkBlue_Probe	Rabbit	Rabbit	Stickyhand	LightBlue	Tie_Probe	LightGreen_Probe	Rabbit	Diamond	Spade	LeftArrow	DarkTurquiose	House	LightRed_Probe	Diamond_Probe	UpArrow	Pacman	LightBlue_Probe
Stickyhand	DarkRed_Probe	Diamond	Hat	Pacman_Probe	DarkTurquiose	Bell_Probe	LightPurple	Spike	Dodecagon_Probe	Crowbar	Bell	LightPurple	Gem	DarkBlue_Probe	Rabbit	Rabbit	Stickyhand	LightBlue	Tie_Probe	LightGreen_Probe	Rabbit	Diamond	Spade	LeftArrow	DarkTurquiose	House	LightRed_Probe	Diamond_Probe	UpArrow	Pacman	LightBlue_Probe
Stickyhand	DarkRed_Probe	Diamond	Hat	Pacman_Probe	DarkTurquiose	Bell_Probe	LightPurple	Spike	Dodecagon_Probe	Crowbar	Bell	LightPurple	Gem	DarkBlue_Probe	Rabbit	Rabbit	Stickyhand	LightBlue	Tie_Probe	LightGreen_Probe	Rabbit	Diamond	Spade	LeftArrow	DarkTurquiose	House	LightRed_Probe	Diamond_Probe	UpArrow	Pacman	LightBlue_Probe
Stickyhand	DarkRed_Probe	Diamond	Hat	Pacman_Probe	DarkTurquiose	Bell_Probe	LightPurple	Spike	Dodecagon_Probe	Crowbar	Bell	LightPurple	Gem	DarkBlue_Probe	Rabbit	Rabbit	Stickyhand	LightBlue	Tie_Probe	LightGreen_Probe	Rabbit	Diamond	Spade	LeftArrow	DarkTurquiose	House	LightRed_Probe	Diamond_Probe	UpArrow	Pacman	LightBlue_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	DarkRed_Choice	Background	Background	Pacman_Choice	Background	Bell_Choice	Background	Background	Dodecagon_Choice	Background	Background	Background	Background	DarkBlue_Choice	Background	Background	Background	Background	Tie_Choice	LightGreen_Choice	Background	Background	Background	Background	Background	Background	LightRed_Choice	Diamond_Choice	Background	Background	LightBlue_Choice
DarkGreen	Rabbit	Star_Probe	DarkYellow_Probe	Rabbit	Crowbar_Probe	LightGreen	Hat	LeftArrow_Probe	DarkGreen	UpArrow	Puzzle	House	LightTurquiose_Probe	Puzzle_Probe	Gem	DarkGray_Probe	Spike	Gem	LightGreen	Sawblade_Probe	Tie_Probe	DarkGray	DarkBlue	Puzzle_Probe	Pacman	DarkGreen_Probe	Spike	Acorn	LightTurquiose	Venn_Probe	LeftArrow
DarkGreen	Rabbit	Star_Probe	DarkYellow_Probe	Rabbit	Crowbar_Probe	LightGreen	Hat	LeftArrow_Probe	DarkGreen	UpArrow	Puzzle	House	LightTurquiose_Probe	Puzzle_Probe	Gem	DarkGray_Probe	Spike	Gem	LightGreen	Sawblade_Probe	Tie_Probe	DarkGray	DarkBlue	Puzzle_Probe	Pacman	DarkGreen_Probe	Spike	Acorn	LightTurquiose	Venn_Probe	LeftArrow
DarkGreen	Rabbit	Star_Probe	DarkYellow_Probe	Rabbit	Crowbar_Probe	LightGreen	Hat	LeftArrow_Probe	DarkGreen	UpArrow	Puzzle	House	LightTurquiose_Probe	Puzzle_Probe	Gem	DarkGray_Probe	Spike	Gem	LightGreen	Sawblade_Probe	Tie_Probe	DarkGray	DarkBlue	Puzzle_Probe	Pacman	DarkGreen_Probe	Spike	Acorn	LightTurquiose	Venn_Probe	LeftArrow
DarkGreen	Rabbit	Star_Probe	DarkYellow_Probe	Rabbit	Crowbar_Probe	LightGreen	Hat	LeftArrow_Probe	DarkGreen	UpArrow	Puzzle	House	LightTurquiose_Probe	Puzzle_Probe	Gem	DarkGray_Probe	Spike	Gem	LightGreen	Sawblade_Probe	Tie_Probe	DarkGray	DarkBlue	Puzzle_Probe	Pacman	DarkGreen_Probe	Spike	Acorn	LightTurquiose	Venn_Probe	LeftArrow
DarkGreen	Rabbit	Star_Probe	DarkYellow_Probe	Rabbit	Crowbar_Probe	LightGreen	Hat	LeftArrow_Probe	DarkGreen	UpArrow	Puzzle	House	LightTurquiose_Probe	Puzzle_Probe	Gem	DarkGray_Probe	Spike	Gem	LightGreen	Sawblade_Probe	Tie_Probe	DarkGray	DarkBlue	Puzzle_Probe	Pacman	DarkGreen_Probe	Spike	Acorn	LightTurquiose	Venn_Probe	LeftArrow
DarkGreen	Rabbit	Star_Probe	DarkYellow_Probe	Rabbit	Crowbar_Probe	LightGreen	Hat	LeftArrow_Probe	DarkGreen	UpArrow	Puzzle	House	LightTurquiose_Probe	Puzzle_Probe	Gem	DarkGray_Probe	Spike	Gem	LightGreen	Sawblade_Probe	Tie_Probe	DarkGray	DarkBlue	Puzzle_Probe	Pacman	DarkGreen_Probe	Spike	Acorn	LightTurquiose	Venn_Probe	LeftArrow
DarkGreen	Rabbit	Star_Probe	DarkYellow_Probe	Rabbit	Crowbar_Probe	LightGreen	Hat	LeftArrow_Probe	DarkGreen	UpArrow	Puzzle	House	LightTurquiose_Probe	Puzzle_Probe	Gem	DarkGray_Probe	Spike	Gem	LightGreen	Sawblade_Probe	Tie_Probe	DarkGray	DarkBlue	Puzzle_Probe	Pacman	DarkGreen_Probe	Spike	Acorn	LightTurquiose	Venn_Probe	LeftArrow
DarkGreen	Rabbit	Star_Probe	DarkYellow_Probe	Rabbit	Crowbar_Probe	LightGreen	Hat	LeftArrow_Probe	DarkGreen	UpArrow	Puzzle	House	LightTurquiose_Probe	Puzzle_Probe	Gem	DarkGray_Probe	Spike	Gem	LightGreen	Sawblade_Probe	Tie_Probe	DarkGray	DarkBlue	Puzzle_Probe	Pacman	DarkGreen_Probe	Spike	Acorn	LightTurquiose	Venn_Probe	LeftArrow
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Star_Choice	DarkYellow_Choice	Background	Crowbar_Choice	Background	Background	LeftArrow_Choice	Background	Background	Background	Background	LightTurquiose_Choice	Puzzle_Choice	Background	DarkGray_Choice	Background	Background	Background	Sawblade_Choice	Tie_Choice	Background	Background	Puzzle_Choice	Background	DarkGreen_Choice	Background	Background	Background	Venn_Choice	Background
Nail	Tie	DarkRed	Crowbar	DarkGreen_Probe	Dodecagon	Dodecagon	Tie	DarkRed_Probe	Chevron_Probe	LightGray	DarkRed	Lock	Hat	Jellyfish	LightYellow	Ditto	LightRed	Rabbit	UpArrow	Gem	DarkTurquiose	Stickyhand	Gem	DarkYellow	UpArrow_Probe	Diamond	House	LightYellow	Chevron	DarkBlue_Probe	Puzzle
Nail	Tie	DarkRed	Crowbar	DarkGreen_Probe	Dodecagon	Dodecagon	Tie	DarkRed_Probe	Chevron_Probe	LightGray	DarkRed	Lock	Hat	Jellyfish	LightYellow	Ditto	LightRed	Rabbit	UpArrow	Gem	DarkTurquiose	Stickyhand	Gem	DarkYellow	UpArrow_Probe	Diamond	House	LightYellow	Chevron	DarkBlue_Probe	Puzzle
Nail	Tie	DarkRed	Crowbar	DarkGreen_Probe	Dodecagon	Dodecagon	Tie	DarkRed_Probe	Chevron_Probe	LightGray	DarkRed	Lock	Hat	Jellyfish	LightYellow	Ditto	LightRed	Rabbit	UpArrow	Gem	DarkTurquiose	Stickyhand	Gem	DarkYellow	UpArrow_Probe	Diamond	House	LightYellow	Chevron	DarkBlue_Probe	Puzzle
Nail	Tie	DarkRed	Crowbar	DarkGreen_Probe	Dodecagon	Dodecagon	Tie	DarkRed_Probe	Chevron_Probe	LightGray	DarkRed	Lock	Hat	Jellyfish	LightYellow	Ditto	LightRed	Rabbit	UpArrow	Gem	DarkTurquiose	Stickyhand	Gem	DarkYellow	UpArrow_Probe	Diamond	House	LightYellow	Chevron	DarkBlue_Probe	Puzzle
Nail	Tie	DarkRed	Crowbar	DarkGreen_Probe	Dodecagon	Dodecagon	Tie	DarkRed_Probe	Chevron_Probe	LightGray	DarkRed	Lock	Hat	Jellyfish	LightYellow	Ditto	LightRed	Rabbit	UpArrow	Gem	DarkTurquiose	Stickyhand	Gem	DarkYellow	UpArrow_Probe	Diamond	House	LightYellow	Chevron	DarkBlue_Probe	Puzzle
Nail	Tie	DarkRed	Crowbar	DarkGreen_Probe	Dodecagon	Dodecagon	Tie	DarkRed_Probe	Chevron_Probe	LightGray	DarkRed	Lock	Hat	Jellyfish	LightYellow	Ditto	LightRed	Rabbit	UpArrow	Gem	DarkTurquiose	Stickyhand	Gem	DarkYellow	UpArrow_Probe	Diamond	House	LightYellow	Chevron	DarkBlue_Probe	Puzzle
Nail	Tie	DarkRed	Crowbar	DarkGreen_Probe	Dodecagon	Dodecagon	Tie	DarkRed_Probe	Chevron_Probe	LightGray	DarkRed	Lock	Hat	Jellyfish	LightYellow	Ditto	LightRed	Rabbit	UpArrow	Gem	DarkTurquiose	Stickyhand	Gem	DarkYellow	UpArrow_Probe	Diamond	House	LightYellow	Chevron	DarkBlue_Probe	Puzzle
Nail	Tie	DarkRed	Crowbar	DarkGreen_Probe	Dodecagon	Dodecagon	Tie	DarkRed_Probe	Chevron_Probe	LightGray	DarkRed	Lock	Hat	Jellyfish	LightYellow	Ditto	LightRed	Rabbit	UpArrow	Gem	DarkTurquiose	Stickyhand	Gem	DarkYellow	UpArrow_Probe	Diamond	House	LightYellow	Chevron	DarkBlue_Probe	Puzzle
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	DarkGreen_Choice	Background	Background	Background	DarkRed_Choice	Chevron_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	UpArrow_Choice	Background	Background	Background	Background	DarkBlue_Choice	Background
Bell	LightGray	Spade	Venn	Star	LightGreen_Probe	Gem	LightTurquiose_Probe	Dodecagon	Lock	Stickyhand_Probe	LeftArrow	LightTurquiose	Tie	LightPurple	Puzzle	Nail	Star_Probe	DarkRed	House_Probe	DarkBlue	Sawblade	UpArrow	Diamond_Probe	Ditto	DarkPurple	Pacman	DarkGreen_Probe	Hourglass	Sawblade	Jellyfish	LightGray
Bell	LightGray	Spade	Venn	Star	LightGreen_Probe	Gem	LightTurquiose_Probe	Dodecagon	Lock	Stickyhand_Probe	LeftArrow	LightTurquiose	Tie	LightPurple	Puzzle	Nail	Star_Probe	DarkRed	House_Probe	DarkBlue	Sawblade	UpArrow	Diamond_Probe	Ditto	DarkPurple	Pacman	DarkGreen_Probe	Hourglass	Sawblade	Jellyfish	LightGray
Bell	LightGray	Spade	Venn	Star	LightGreen_Probe	Gem	LightTurquiose_Probe	Dodecagon	Lock	Stickyhand_Probe	LeftArrow	LightTurquiose	Tie	LightPurple	Puzzle	Nail	Star_Probe	DarkRed	House_Probe	DarkBlue	Sawblade	UpArrow	Diamond_Probe	Ditto	DarkPurple	Pacman	DarkGreen_Probe	Hourglass	Sawblade	Jellyfish	LightGray
Bell	LightGray	Spade	Venn	Star	LightGreen_Probe	Gem	LightTurquiose_Probe	Dodecagon	Lock	Stickyhand_Probe	LeftArrow	LightTurquiose	Tie	LightPurple	Puzzle	Nail	Star_Probe	DarkRed	House_Probe	DarkBlue	Sawblade	UpArrow	Diamond_Probe	Ditto	DarkPurple	Pacman	DarkGreen_Probe	Hourglass	Sawblade	Jellyfish	LightGray
Bell	LightGray	Spade	Venn	Star	LightGreen_Probe	Gem	LightTurquiose_Probe	Dodecagon	Lock	Stickyhand_Probe	LeftArrow	LightTurquiose	Tie	LightPurple	Puzzle	Nail	Star_Probe	DarkRed	House_Probe	DarkBlue	Sawblade	UpArrow	Diamond_Probe	Ditto	DarkPurple	Pacman	DarkGreen_Probe	Hourglass	Sawblade	Jellyfish	LightGray
Bell	LightGray	Spade	Venn	Star	LightGreen_Probe	Gem	LightTurquiose_Probe	Dodecagon	Lock	Stickyhand_Probe	LeftArrow	LightTurquiose	Tie	LightPurple	Puzzle	Nail	Star_Probe	DarkRed	House_Probe	DarkBlue	Sawblade	UpArrow	Diamond_Probe	Ditto	DarkPurple	Pacman	DarkGreen_Probe	Hourglass	Sawblade	Jellyfish	LightGray
Bell	LightGray	Spade	Venn	Star	LightGreen_Probe	Gem	LightTurquiose_Probe	Dodecagon	Lock	Stickyhand_Probe	LeftArrow	LightTurquiose	Tie	LightPurple	Puzzle	Nail	Star_Probe	DarkRed	House_Probe	DarkBlue	Sawblade	UpArrow	Diamond_Probe	Ditto	DarkPurple	Pacman	DarkGreen_Probe	Hourglass	Sawblade	Jellyfish	LightGray
Bell	LightGray	Spade	Venn	Star	LightGreen_Probe	Gem	LightTurquiose_Probe	Dodecagon	Lock	Stickyhand_Probe	LeftArrow	LightTurquiose	Tie	LightPurple	Puzzle	Nail	Star_Probe	DarkRed	House_Probe	DarkBlue	Sawblade	UpArrow	Diamond_Probe	Ditto	DarkPurple	Pacman	DarkGreen_Probe	Hourglass	Sawblade	Jellyfish	LightGray
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	LightGreen_Choice	Background	LightTurquiose_Choice	Background	Background	Stickyhand_Choice	Background	Background	Background	Background	Background	Background	Star_Choice	Background	House_Choice	Background	Background	Background	Diamond_Choice	Background	Background	Background	DarkGreen_Choice	Background	Background	Background	Background
LightBlue	Lock_Probe	Pacman	LightPurple	Bar	Bell	DarkYellow	Hourglass_Probe	Gem	LightPurple	Hat	Rabbit_Probe	Pacman_Probe	DarkYellow	Hourglass	LeftArrow	DarkYellow	Lock_Probe	Ditto	LightPurple	Diamond	Jellyfish	DarkYellow_Probe	DarkPurple_Probe	Hourglass	Stickyhand	LightBlue	Dodecagon	Pacman	LightGray_Probe	Diamond	Bell
LightBlue	Lock_Probe	Pacman	LightPurple	Bar	Bell	DarkYellow	Hourglass_Probe	Gem	LightPurple	Hat	Rabbit_Probe	Pacman_Probe	DarkYellow	Hourglass	LeftArrow	DarkYellow	Lock_Probe	Ditto	LightPurple	Diamond	Jellyfish	DarkYellow_Probe	DarkPurple_Probe	Hourglass	Stickyhand	LightBlue	Dodecagon	Pacman	LightGray_Probe	Diamond	Bell
