IMA11	IMA12	IMA13	IMA14	IMA15	IMA16	IMA17	IMA18	IMA19	IMA20	IMA2	IMA21	IMA22	IMA23	IMA24	IMA25	IMA26	IMA27	IMA28	IMA3	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9	IMA10
Pacman	DarkPurple_Probe	Lock	UpArrow_Probe	Chevron	LightPurple	Crowbar	LightRed	Puzzle	Lock	Venn	LeftArrow	LightBlue	Tie_Probe	LightPurple	Lock	Dodecagon	Crowbar	DarkBlue_Probe	Gem	DarkYellow	Jellyfish_Probe	LightBlue	Venn_Probe	Hat	Ditto	DarkBlue
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	DarkPurple_Choice	Background	UpArrow_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background	Tie_Choice	Background	Background	Background	Background	DarkBlue_Choice	Background	Background	Jellyfish_Choice	Background	Venn_Choice	Background	Background	Background
Lock	Ditto	LightBlue	Crowbar	DarkGreen	Bar	Sawblade	Tie	DarkGray	Tie_Probe	Stickyhand_Probe	DarkTurquiose	Rabbit	Sawblade	Bell	LightGray	Gem_Probe	LightBlue	Rabbit	LightGray_Probe	UpArrow_Probe	Bar	Jellyfish	DarkYellow	Acorn	DarkTurquiose	Dodecagon_Probe
Lock	Ditto	LightBlue	Crowbar	DarkGreen	Bar	Sawblade	Tie	DarkGray	Tie_Probe	Stickyhand_Probe	DarkTurquiose	Rabbit	Sawblade	Bell	LightGray	Gem_Probe	LightBlue	Rabbit	LightGray_Probe	UpArrow_Probe	Bar	Jellyfish	DarkYellow	Acorn	DarkTurquiose	Dodecagon_Probe
Lock	Ditto	LightBlue	Crowbar	DarkGreen	Bar	Sawblade	Tie	DarkGray	Tie_Probe	Stickyhand_Probe	DarkTurquiose	Rabbit	Sawblade	Bell	LightGray	Gem_Probe	LightBlue	Rabbit	LightGray_Probe	UpArrow_Probe	Bar	Jellyfish	DarkYellow	Acorn	DarkTurquiose	Dodecagon_Probe
Lock	Ditto	LightBlue	Crowbar	DarkGreen	Bar	Sawblade	Tie	DarkGray	Tie_Probe	Stickyhand_Probe	DarkTurquiose	Rabbit	Sawblade	Bell	LightGray	Gem_Probe	LightBlue	Rabbit	LightGray_Probe	UpArrow_Probe	Bar	Jellyfish	DarkYellow	Acorn	DarkTurquiose	Dodecagon_Probe
Lock	Ditto	LightBlue	Crowbar	DarkGreen	Bar	Sawblade	Tie	DarkGray	Tie_Probe	Stickyhand_Probe	DarkTurquiose	Rabbit	Sawblade	Bell	LightGray	Gem_Probe	LightBlue	Rabbit	LightGray_Probe	UpArrow_Probe	Bar	Jellyfish	DarkYellow	Acorn	DarkTurquiose	Dodecagon_Probe
Lock	Ditto	LightBlue	Crowbar	DarkGreen	Bar	Sawblade	Tie	DarkGray	Tie_Probe	Stickyhand_Probe	DarkTurquiose	Rabbit	Sawblade	Bell	LightGray	Gem_Probe	LightBlue	Rabbit	LightGray_Probe	UpArrow_Probe	Bar	Jellyfish	DarkYellow	Acorn	DarkTurquiose	Dodecagon_Probe
Lock	Ditto	LightBlue	Crowbar	DarkGreen	Bar	Sawblade	Tie	DarkGray	Tie_Probe	Stickyhand_Probe	DarkTurquiose	Rabbit	Sawblade	Bell	LightGray	Gem_Probe	LightBlue	Rabbit	LightGray_Probe	UpArrow_Probe	Bar	Jellyfish	DarkYellow	Acorn	DarkTurquiose	Dodecagon_Probe
Lock	Ditto	LightBlue	Crowbar	DarkGreen	Bar	Sawblade	Tie	DarkGray	Tie_Probe	Stickyhand_Probe	DarkTurquiose	Rabbit	Sawblade	Bell	LightGray	Gem_Probe	LightBlue	Rabbit	LightGray_Probe	UpArrow_Probe	Bar	Jellyfish	DarkYellow	Acorn	DarkTurquiose	Dodecagon_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Tie_Choice	Stickyhand_Choice	Background	Background	Background	Background	Background	Gem_Choice	Background	Background	LightGray_Choice	UpArrow_Choice	Background	Background	Background	Background	Background	Dodecagon_Choice
DarkGray	Spike	Chevron_Probe	LightGreen	Sawblade	Jellyfish	LightGreen_Probe	Spade_Probe	Pacman	DarkGray	DarkGray	Lock	Tie_Probe	LightRed	Hourglass_Probe	House	LightPurple	Diamond	LeftArrow	Hat_Probe	Acorn	LightGreen	Lock	Stickyhand_Probe	LightYellow	Diamond	Acorn_Probe
DarkGray	Spike	Chevron_Probe	LightGreen	Sawblade	Jellyfish	LightGreen_Probe	Spade_Probe	Pacman	DarkGray	DarkGray	Lock	Tie_Probe	LightRed	Hourglass_Probe	House	LightPurple	Diamond	LeftArrow	Hat_Probe	Acorn	LightGreen	Lock	Stickyhand_Probe	LightYellow	Diamond	Acorn_Probe
DarkGray	Spike	Chevron_Probe	LightGreen	Sawblade	Jellyfish	LightGreen_Probe	Spade_Probe	Pacman	DarkGray	DarkGray	Lock	Tie_Probe	LightRed	Hourglass_Probe	House	LightPurple	Diamond	LeftArrow	Hat_Probe	Acorn	LightGreen	Lock	Stickyhand_Probe	LightYellow	Diamond	Acorn_Probe
DarkGray	Spike	Chevron_Probe	LightGreen	Sawblade	Jellyfish	LightGreen_Probe	Spade_Probe	Pacman	DarkGray	DarkGray	Lock	Tie_Probe	LightRed	Hourglass_Probe	House	LightPurple	Diamond	LeftArrow	Hat_Probe	Acorn	LightGreen	Lock	Stickyhand_Probe	LightYellow	Diamond	Acorn_Probe
DarkGray	Spike	Chevron_Probe	LightGreen	Sawblade	Jellyfish	LightGreen_Probe	Spade_Probe	Pacman	DarkGray	DarkGray	Lock	Tie_Probe	LightRed	Hourglass_Probe	House	LightPurple	Diamond	LeftArrow	Hat_Probe	Acorn	LightGreen	Lock	Stickyhand_Probe	LightYellow	Diamond	Acorn_Probe
DarkGray	Spike	Chevron_Probe	LightGreen	Sawblade	Jellyfish	LightGreen_Probe	Spade_Probe	Pacman	DarkGray	DarkGray	Lock	Tie_Probe	LightRed	Hourglass_Probe	House	LightPurple	Diamond	LeftArrow	Hat_Probe	Acorn	LightGreen	Lock	Stickyhand_Probe	LightYellow	Diamond	Acorn_Probe
DarkGray	Spike	Chevron_Probe	LightGreen	Sawblade	Jellyfish	LightGreen_Probe	Spade_Probe	Pacman	DarkGray	DarkGray	Lock	Tie_Probe	LightRed	Hourglass_Probe	House	LightPurple	Diamond	LeftArrow	Hat_Probe	Acorn	LightGreen	Lock	Stickyhand_Probe	LightYellow	Diamond	Acorn_Probe
DarkGray	Spike	Chevron_Probe	LightGreen	Sawblade	Jellyfish	LightGreen_Probe	Spade_Probe	Pacman	DarkGray	DarkGray	Lock	Tie_Probe	LightRed	Hourglass_Probe	House	LightPurple	Diamond	LeftArrow	Hat_Probe	Acorn	LightGreen	Lock	Stickyhand_Probe	LightYellow	Diamond	Acorn_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Chevron_Choice	Background	Background	Background	LightGreen_Choice	Spade_Choice	Background	Background	Background	Background	Tie_Choice	Background	Hourglass_Choice	Background	Background	Background	Background	Hat_Choice	Background	Background	Background	Stickyhand_Choice	Background	Background	Acorn_Choice
Acorn	DarkGray	Hat	Sawblade	Acorn	LightBlue_Probe	Stickyhand	LightYellow_Probe	Dodecagon_Probe	Dodecagon	Nail	Jellyfish_Probe	DarkPurple	Stickyhand	LightGray	Sawblade	Hourglass	Bell	LightGreen_Probe	Acorn	LightYellow	House	DarkYellow_Probe	Hourglass	Bar_Probe	Jellyfish_Probe	DarkPurple
Acorn	DarkGray	Hat	Sawblade	Acorn	LightBlue_Probe	Stickyhand	LightYellow_Probe	Dodecagon_Probe	Dodecagon	Nail	Jellyfish_Probe	DarkPurple	Stickyhand	LightGray	Sawblade	Hourglass	Bell	LightGreen_Probe	Acorn	LightYellow	House	DarkYellow_Probe	Hourglass	Bar_Probe	Jellyfish_Probe	DarkPurple
Acorn	DarkGray	Hat	Sawblade	Acorn	LightBlue_Probe	Stickyhand	LightYellow_Probe	Dodecagon_Probe	Dodecagon	Nail	Jellyfish_Probe	DarkPurple	Stickyhand	LightGray	Sawblade	Hourglass	Bell	LightGreen_Probe	Acorn	LightYellow	House	DarkYellow_Probe	Hourglass	Bar_Probe	Jellyfish_Probe	DarkPurple
Acorn	DarkGray	Hat	Sawblade	Acorn	LightBlue_Probe	Stickyhand	LightYellow_Probe	Dodecagon_Probe	Dodecagon	Nail	Jellyfish_Probe	DarkPurple	Stickyhand	LightGray	Sawblade	Hourglass	Bell	LightGreen_Probe	Acorn	LightYellow	House	DarkYellow_Probe	Hourglass	Bar_Probe	Jellyfish_Probe	DarkPurple
Acorn	DarkGray	Hat	Sawblade	Acorn	LightBlue_Probe	Stickyhand	LightYellow_Probe	Dodecagon_Probe	Dodecagon	Nail	Jellyfish_Probe	DarkPurple	Stickyhand	LightGray	Sawblade	Hourglass	Bell	LightGreen_Probe	Acorn	LightYellow	House	DarkYellow_Probe	Hourglass	Bar_Probe	Jellyfish_Probe	DarkPurple
Acorn	DarkGray	Hat	Sawblade	Acorn	LightBlue_Probe	Stickyhand	LightYellow_Probe	Dodecagon_Probe	Dodecagon	Nail	Jellyfish_Probe	DarkPurple	Stickyhand	LightGray	Sawblade	Hourglass	Bell	LightGreen_Probe	Acorn	LightYellow	House	DarkYellow_Probe	Hourglass	Bar_Probe	Jellyfish_Probe	DarkPurple
Acorn	DarkGray	Hat	Sawblade	Acorn	LightBlue_Probe	Stickyhand	LightYellow_Probe	Dodecagon_Probe	Dodecagon	Nail	Jellyfish_Probe	DarkPurple	Stickyhand	LightGray	Sawblade	Hourglass	Bell	LightGreen_Probe	Acorn	LightYellow	House	DarkYellow_Probe	Hourglass	Bar_Probe	Jellyfish_Probe	DarkPurple
Acorn	DarkGray	Hat	Sawblade	Acorn	LightBlue_Probe	Stickyhand	LightYellow_Probe	Dodecagon_Probe	Dodecagon	Nail	Jellyfish_Probe	DarkPurple	Stickyhand	LightGray	Sawblade	Hourglass	Bell	LightGreen_Probe	Acorn	LightYellow	House	DarkYellow_Probe	Hourglass	Bar_Probe	Jellyfish_Probe	DarkPurple
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	LightBlue_Choice	Background	LightYellow_Choice	Dodecagon_Choice	Background	Background	Jellyfish_Choice	Background	Background	Background	Background	Background	Background	LightGreen_Choice	Background	Background	Background	DarkYellow_Choice	Background	Bar_Choice	Jellyfish_Choice	Background
Diamond_Probe	Crowbar_Probe	LightYellow	Ditto	LightGreen	Diamond	Nail_Probe	LeftArrow	DarkBlue	Chevron	Gem_Probe	DarkBlue	Nail	Nail	Crowbar	LightYellow	Acorn_Probe	DarkGray_Probe	Puzzle	LightGreen	Hourglass	Nail	Bell	LightYellow	Tie	DarkBlue	Lock
Diamond_Probe	Crowbar_Probe	LightYellow	Ditto	LightGreen	Diamond	Nail_Probe	LeftArrow	DarkBlue	Chevron	Gem_Probe	DarkBlue	Nail	Nail	Crowbar	LightYellow	Acorn_Probe	DarkGray_Probe	Puzzle	LightGreen	Hourglass	Nail	Bell	LightYellow	Tie	DarkBlue	Lock
Diamond_Probe	Crowbar_Probe	LightYellow	Ditto	LightGreen	Diamond	Nail_Probe	LeftArrow	DarkBlue	Chevron	Gem_Probe	DarkBlue	Nail	Nail	Crowbar	LightYellow	Acorn_Probe	DarkGray_Probe	Puzzle	LightGreen	Hourglass	Nail	Bell	LightYellow	Tie	DarkBlue	Lock
Diamond_Probe	Crowbar_Probe	LightYellow	Ditto	LightGreen	Diamond	Nail_Probe	LeftArrow	DarkBlue	Chevron	Gem_Probe	DarkBlue	Nail	Nail	Crowbar	LightYellow	Acorn_Probe	DarkGray_Probe	Puzzle	LightGreen	Hourglass	Nail	Bell	LightYellow	Tie	DarkBlue	Lock
Diamond_Probe	Crowbar_Probe	LightYellow	Ditto	LightGreen	Diamond	Nail_Probe	LeftArrow	DarkBlue	Chevron	Gem_Probe	DarkBlue	Nail	Nail	Crowbar	LightYellow	Acorn_Probe	DarkGray_Probe	Puzzle	LightGreen	Hourglass	Nail	Bell	LightYellow	Tie	DarkBlue	Lock
Diamond_Probe	Crowbar_Probe	LightYellow	Ditto	LightGreen	Diamond	Nail_Probe	LeftArrow	DarkBlue	Chevron	Gem_Probe	DarkBlue	Nail	Nail	Crowbar	LightYellow	Acorn_Probe	DarkGray_Probe	Puzzle	LightGreen	Hourglass	Nail	Bell	LightYellow	Tie	DarkBlue	Lock
Diamond_Probe	Crowbar_Probe	LightYellow	Ditto	LightGreen	Diamond	Nail_Probe	LeftArrow	DarkBlue	Chevron	Gem_Probe	DarkBlue	Nail	Nail	Crowbar	LightYellow	Acorn_Probe	DarkGray_Probe	Puzzle	LightGreen	Hourglass	Nail	Bell	LightYellow	Tie	DarkBlue	Lock
Diamond_Probe	Crowbar_Probe	LightYellow	Ditto	LightGreen	Diamond	Nail_Probe	LeftArrow	DarkBlue	Chevron	Gem_Probe	DarkBlue	Nail	Nail	Crowbar	LightYellow	Acorn_Probe	DarkGray_Probe	Puzzle	LightGreen	Hourglass	Nail	Bell	LightYellow	Tie	DarkBlue	Lock
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Diamond_Choice	Crowbar_Choice	Background	Background	Background	Background	Nail_Choice	Background	Background	Background	Gem_Choice	Background	Background	Background	Background	Background	Acorn_Choice	DarkGray_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkBlue	Puzzle	Bell	DarkGreen	Nail_Probe	Stickyhand	DarkRed	Dodecagon	Chevron	DarkYellow	DarkRed	Diamond	Chevron	LightGray_Probe	Diamond	Star_Probe	DarkGray	Bar	Star	Rabbit	Tie	LightYellow	Rabbit	Ditto	DarkGray	Venn_Probe	LeftArrow
DarkBlue	Puzzle	Bell	DarkGreen	Nail_Probe	Stickyhand	DarkRed	Dodecagon	Chevron	DarkYellow	DarkRed	Diamond	Chevron	LightGray_Probe	Diamond	Star_Probe	DarkGray	Bar	Star	Rabbit	Tie	LightYellow	Rabbit	Ditto	DarkGray	Venn_Probe	LeftArrow
DarkBlue	Puzzle	Bell	DarkGreen	Nail_Probe	Stickyhand	DarkRed	Dodecagon	Chevron	DarkYellow	DarkRed	Diamond	Chevron	LightGray_Probe	Diamond	Star_Probe	DarkGray	Bar	Star	Rabbit	Tie	LightYellow	Rabbit	Ditto	DarkGray	Venn_Probe	LeftArrow
DarkBlue	Puzzle	Bell	DarkGreen	Nail_Probe	Stickyhand	DarkRed	Dodecagon	Chevron	DarkYellow	DarkRed	Diamond	Chevron	LightGray_Probe	Diamond	Star_Probe	DarkGray	Bar	Star	Rabbit	Tie	LightYellow	Rabbit	Ditto	DarkGray	Venn_Probe	LeftArrow
DarkBlue	Puzzle	Bell	DarkGreen	Nail_Probe	Stickyhand	DarkRed	Dodecagon	Chevron	DarkYellow	DarkRed	Diamond	Chevron	LightGray_Probe	Diamond	Star_Probe	DarkGray	Bar	Star	Rabbit	Tie	LightYellow	Rabbit	Ditto	DarkGray	Venn_Probe	LeftArrow
DarkBlue	Puzzle	Bell	DarkGreen	Nail_Probe	Stickyhand	DarkRed	Dodecagon	Chevron	DarkYellow	DarkRed	Diamond	Chevron	LightGray_Probe	Diamond	Star_Probe	DarkGray	Bar	Star	Rabbit	Tie	LightYellow	Rabbit	Ditto	DarkGray	Venn_Probe	LeftArrow
DarkBlue	Puzzle	Bell	DarkGreen	Nail_Probe	Stickyhand	DarkRed	Dodecagon	Chevron	DarkYellow	DarkRed	Diamond	Chevron	LightGray_Probe	Diamond	Star_Probe	DarkGray	Bar	Star	Rabbit	Tie	LightYellow	Rabbit	Ditto	DarkGray	Venn_Probe	LeftArrow
DarkBlue	Puzzle	Bell	DarkGreen	Nail_Probe	Stickyhand	DarkRed	Dodecagon	Chevron	DarkYellow	DarkRed	Diamond	Chevron	LightGray_Probe	Diamond	Star_Probe	DarkGray	Bar	Star	Rabbit	Tie	LightYellow	Rabbit	Ditto	DarkGray	Venn_Probe	LeftArrow
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Nail_Choice	Background	Background	Background	Background	Background	Background	Background	Background	LightGray_Choice	Background	Star_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background	Venn_Choice	Background
Jellyfish	LightRed	Hourglass_Probe	Dodecagon	Ditto	DarkTurquiose	LeftArrow	DarkYellow	Rabbit_Probe	Venn	Puzzle	Chevron	LightRed	Acorn	DarkGreen	Spike_Probe	Bar	Ditto	LightTurquiose	Pacman	LightGreen	LeftArrow	DarkBlue_Probe	Lock	Spike	Pacman	LightGray
Jellyfish	LightRed	Hourglass_Probe	Dodecagon	Ditto	DarkTurquiose	LeftArrow	DarkYellow	Rabbit_Probe	Venn	Puzzle	Chevron	LightRed	Acorn	DarkGreen	Spike_Probe	Bar	Ditto	LightTurquiose	Pacman	LightGreen	LeftArrow	DarkBlue_Probe	Lock	Spike	Pacman	LightGray
Jellyfish	LightRed	Hourglass_Probe	Dodecagon	Ditto	DarkTurquiose	LeftArrow	DarkYellow	Rabbit_Probe	Venn	Puzzle	Chevron	LightRed	Acorn	DarkGreen	Spike_Probe	Bar	Ditto	LightTurquiose	Pacman	LightGreen	LeftArrow	DarkBlue_Probe	Lock	Spike	Pacman	LightGray
Jellyfish	LightRed	Hourglass_Probe	Dodecagon	Ditto	DarkTurquiose	LeftArrow	DarkYellow	Rabbit_Probe	Venn	Puzzle	Chevron	LightRed	Acorn	DarkGreen	Spike_Probe	Bar	Ditto	LightTurquiose	Pacman	LightGreen	LeftArrow	DarkBlue_Probe	Lock	Spike	Pacman	LightGray
Jellyfish	LightRed	Hourglass_Probe	Dodecagon	Ditto	DarkTurquiose	LeftArrow	DarkYellow	Rabbit_Probe	Venn	Puzzle	Chevron	LightRed	Acorn	DarkGreen	Spike_Probe	Bar	Ditto	LightTurquiose	Pacman	LightGreen	LeftArrow	DarkBlue_Probe	Lock	Spike	Pacman	LightGray
Jellyfish	LightRed	Hourglass_Probe	Dodecagon	Ditto	DarkTurquiose	LeftArrow	DarkYellow	Rabbit_Probe	Venn	Puzzle	Chevron	LightRed	Acorn	DarkGreen	Spike_Probe	Bar	Ditto	LightTurquiose	Pacman	LightGreen	LeftArrow	DarkBlue_Probe	Lock	Spike	Pacman	LightGray
